city,scenario,year,model,tas_C,pr_mm_day
Montreal,ssp585,2018,CESM2,6.16,3.063
Montreal,ssp585,2019,CESM2,7.003,2.389
Montreal,ssp585,2020,CESM2,6.543,2.678
Montreal,ssp585,2021,CESM2,8.108,2.705
Montreal,ssp585,2022,CESM2,7.447,2.974
Montreal,ssp585,2023,CESM2,7.2,3.282
Montreal,ssp585,2024,CESM2,8.047,3.426
Montreal,ssp585,2025,CESM2,8.25,3.589
Montreal,ssp585,2026,CESM2,8.483,3.277
Montreal,ssp585,2027,CESM2,6.979,2.797
Montreal,ssp585,2028,CESM2,6.088,3.756
Montreal,ssp585,2029,CESM2,7.8,2.933
Montreal,ssp585,2030,CESM2,7.289,2.848
Montreal,ssp585,2031,CESM2,8.42,3.306
Montreal,ssp585,2032,CESM2,8.423,3.339
Montreal,ssp585,2033,CESM2,7.746,2.611
Montreal,ssp585,2034,CESM2,8.979,3.683
Montreal,ssp585,2035,CESM2,8.705,2.352
Montreal,ssp585,2036,CESM2,7.382,2.677
Montreal,ssp585,2037,CESM2,9.036,2.964
Montreal,ssp585,2038,CESM2,9.839,2.902
Montreal,ssp585,2039,CESM2,7.915,2.739
Montreal,ssp585,2040,CESM2,9.108,3.342
Montreal,ssp585,2041,CESM2,8.507,3.123
Montreal,ssp585,2042,CESM2,7.722,3.404
Montreal,ssp585,2043,CESM2,9.408,2.796
Montreal,ssp585,2044,CESM2,9.189,3.207
Montreal,ssp585,2045,CESM2,9.04,3.182
Montreal,ssp585,2046,CESM2,8.354,3.527
Montreal,ssp585,2047,CESM2,10.561,2.968
Montreal,ssp585,2048,CESM2,9.558,3.089
Montreal,ssp585,2049,CESM2,9.353,3.05
Montreal,ssp585,2050,CESM2,10.741,2.175
Montreal,ssp585,2051,CESM2,10.336,3.119
Montreal,ssp585,2052,CESM2,9.495,3.152
Montreal,ssp585,2053,CESM2,10.162,3.272
Montreal,ssp585,2054,CESM2,9.68,3.205
Montreal,ssp585,2055,CESM2,10.028,2.949
Montreal,ssp585,2056,CESM2,11.08,3.099
Montreal,ssp585,2057,CESM2,9.675,3.719
Montreal,ssp585,2058,CESM2,10.428,3.067
Montreal,ssp585,2059,CESM2,10.012,3.044
Montreal,ssp585,2060,CESM2,10.275,3.214
Montreal,ssp585,2061,CESM2,9.82,3.209
Montreal,ssp585,2062,CESM2,9.759,3.014
Montreal,ssp585,2063,CESM2,9.613,3.343
Montreal,ssp585,2064,CESM2,10.617,3.255
Montreal,ssp585,2065,CESM2,9.424,3.455
Montreal,ssp585,2066,CESM2,10.521,2.632
Montreal,ssp585,2067,CESM2,11.219,3.768
Montreal,ssp585,2068,CESM2,11.444,2.813
Montreal,ssp585,2069,CESM2,10.851,3.486
Montreal,ssp585,2070,CESM2,11.507,2.841
Montreal,ssp585,2071,CESM2,12.586,3.203
Montreal,ssp585,2072,CESM2,11.009,3.956
Montreal,ssp585,2073,CESM2,11.938,3.213
Montreal,ssp585,2074,CESM2,11.55,3.12
Montreal,ssp585,2075,CESM2,11.133,3.077
Montreal,ssp585,2076,CESM2,11.665,2.908
Montreal,ssp585,2077,CESM2,11.88,3.266
Montreal,ssp585,2078,CESM2,12.265,2.954
Montreal,ssp585,2079,CESM2,12.159,3.351
Montreal,ssp585,2080,CESM2,11.682,2.797
Montreal,ssp585,2081,CESM2,12.518,3.536
Montreal,ssp585,2082,CESM2,13.911,4.07
Montreal,ssp585,2083,CESM2,13.063,2.754
Montreal,ssp585,2084,CESM2,13.379,3.174
Montreal,ssp585,2085,CESM2,14.045,3.484
Montreal,ssp585,2086,CESM2,12.442,2.639
Montreal,ssp585,2087,CESM2,13.357,3.207
Montreal,ssp585,2088,CESM2,14.619,3.588
Montreal,ssp585,2089,CESM2,13.541,2.948
Montreal,ssp585,2090,CESM2,14.817,3.344
Montreal,ssp585,2091,CESM2,13.238,3.279
Montreal,ssp585,2092,CESM2,13.895,4.314
Montreal,ssp585,2093,CESM2,15.111,3.685
Montreal,ssp585,2094,CESM2,13.984,3.704
Montreal,ssp585,2095,CESM2,14.377,3.568
Montreal,ssp585,2096,CESM2,13.283,3.563
Montreal,ssp585,2097,CESM2,15.422,3.271
Montreal,ssp585,2098,CESM2,14.384,3.483
Montreal,ssp585,2099,CESM2,14.623,3.571
Montreal,ssp585,2100,CESM2,15.229,3.424
Montreal,historical,1850,CanESM5,3.487,3.483
Montreal,historical,1851,CanESM5,6.45,3.84
Montreal,historical,1852,CanESM5,3.747,3.999
Montreal,historical,1853,CanESM5,4.611,3.555
Montreal,historical,1854,CanESM5,5.703,3.667
Montreal,historical,1855,CanESM5,4.876,3.481
Montreal,historical,1856,CanESM5,5.291,3.599
Montreal,historical,1857,CanESM5,5.392,3.565
Montreal,historical,1858,CanESM5,5.87,3.478
Montreal,historical,1859,CanESM5,4.618,3.729
Montreal,historical,1860,CanESM5,5.119,3.521
Montreal,historical,1861,CanESM5,5.423,3.036
Montreal,historical,1862,CanESM5,5.388,2.977
Montreal,historical,1863,CanESM5,4.886,3.844
Montreal,historical,1864,CanESM5,3.76,3.146
Montreal,historical,1865,CanESM5,4.807,3.87
Montreal,historical,1866,CanESM5,5.425,3.311
Montreal,historical,1867,CanESM5,5.713,3.489
Montreal,historical,1868,CanESM5,4.642,3.788
Montreal,historical,1869,CanESM5,3.613,3.291
Montreal,historical,1870,CanESM5,6.521,3.378
Montreal,historical,1871,CanESM5,5.993,3.473
Montreal,historical,1872,CanESM5,4.781,3.282
Montreal,historical,1873,CanESM5,4.365,3.583
Montreal,historical,1874,CanESM5,4.568,3.937
Montreal,historical,1875,CanESM5,5.425,3.549
Montreal,historical,1876,CanESM5,5.282,3.54
Montreal,historical,1877,CanESM5,5.549,3.785
Montreal,historical,1878,CanESM5,5.029,3.715
Montreal,historical,1879,CanESM5,3.307,3.201
Montreal,historical,1880,CanESM5,4.43,3.652
Montreal,historical,1881,CanESM5,5.329,3.159
Montreal,historical,1882,CanESM5,4.843,3.258
Montreal,historical,1883,CanESM5,4.678,3.411
Montreal,historical,1884,CanESM5,4.444,3.356
Montreal,historical,1885,CanESM5,3.198,3.686
Montreal,historical,1886,CanESM5,4.896,3.314
Montreal,historical,1887,CanESM5,5.321,3.461
Montreal,historical,1888,CanESM5,5.171,3.232
Montreal,historical,1889,CanESM5,5.987,3.94
Montreal,historical,1890,CanESM5,5.628,3.495
Montreal,historical,1891,CanESM5,5.296,3.444
Montreal,historical,1892,CanESM5,4.329,3.345
Montreal,historical,1893,CanESM5,6.359,3.549
Montreal,historical,1894,CanESM5,4.62,3.548
Montreal,historical,1895,CanESM5,4.572,3.404
Montreal,historical,1896,CanESM5,5.295,3.933
Montreal,historical,1897,CanESM5,4.362,3.615
Montreal,historical,1898,CanESM5,6.136,3.115
Montreal,historical,1899,CanESM5,5.481,3.705
Montreal,historical,1900,CanESM5,4.784,3.136
Montreal,historical,1901,CanESM5,5.183,3.378
Montreal,historical,1902,CanESM5,5.588,3.712
Montreal,historical,1903,CanESM5,5.793,3.892
Montreal,historical,1904,CanESM5,4.664,3.494
Montreal,historical,1905,CanESM5,5.351,3.431
Montreal,historical,1906,CanESM5,6.823,3.531
Montreal,historical,1907,CanESM5,4.666,3.32
Montreal,historical,1908,CanESM5,3.902,3.674
Montreal,historical,1909,CanESM5,5.069,3.237
Montreal,historical,1910,CanESM5,5.234,3.481
Montreal,historical,1911,CanESM5,3.675,3.346
Montreal,historical,1912,CanESM5,3.862,3.271
Montreal,historical,1913,CanESM5,4.586,3.42
Montreal,historical,1914,CanESM5,5.57,3.749
Montreal,historical,1915,CanESM5,4.136,3.713
Montreal,historical,1916,CanESM5,4.932,3.151
Montreal,historical,1917,CanESM5,4.749,3.295
Montreal,historical,1918,CanESM5,4.287,3.713
Montreal,historical,1919,CanESM5,4.565,3.418
Montreal,historical,1920,CanESM5,5.633,3.459
Montreal,historical,1921,CanESM5,4.956,4.026
Montreal,historical,1922,CanESM5,4.434,3.431
Montreal,historical,1923,CanESM5,4.742,3.466
Montreal,historical,1924,CanESM5,3.725,3.475
Montreal,historical,1925,CanESM5,4.321,3.371
Montreal,historical,1926,CanESM5,5.72,2.972
Montreal,historical,1927,CanESM5,3.29,3.407
Montreal,historical,1928,CanESM5,4.815,3.689
Montreal,historical,1929,CanESM5,5.377,3.067
Montreal,historical,1930,CanESM5,5.658,3.425
Montreal,historical,1931,CanESM5,5.329,3.044
Montreal,historical,1932,CanESM5,5.269,3.513
Montreal,historical,1933,CanESM5,5.425,3.544
Montreal,historical,1934,CanESM5,6.155,3.178
Montreal,historical,1935,CanESM5,5.443,3.849
Montreal,historical,1936,CanESM5,5.038,3.666
Montreal,historical,1937,CanESM5,3.927,3.264
Montreal,historical,1938,CanESM5,4.359,3.657
Montreal,historical,1939,CanESM5,4.426,3.608
Montreal,historical,1940,CanESM5,5.354,3.613
Montreal,historical,1941,CanESM5,4.157,3.161
Montreal,historical,1942,CanESM5,4.91,3.228
Montreal,historical,1943,CanESM5,4.706,3.815
Montreal,historical,1944,CanESM5,3.922,3.762
Montreal,historical,1945,CanESM5,4.742,3.294
Montreal,historical,1946,CanESM5,6.032,3.777
Montreal,historical,1947,CanESM5,3.978,3.961
Montreal,historical,1948,CanESM5,5.496,3.863
Montreal,historical,1949,CanESM5,5.927,3.782
Montreal,historical,1950,CanESM5,4.64,3.198
Montreal,historical,1951,CanESM5,6.133,3.475
Montreal,historical,1952,CanESM5,5.979,3.609
Montreal,historical,1953,CanESM5,5.24,3.453
Montreal,historical,1954,CanESM5,4.861,3.543
Montreal,historical,1955,CanESM5,5.768,3.627
Montreal,historical,1956,CanESM5,4.072,3.556
Montreal,historical,1957,CanESM5,6.321,3.564
Montreal,historical,1958,CanESM5,5.966,3.949
Montreal,historical,1959,CanESM5,3.586,3.53
Montreal,historical,1960,CanESM5,5.283,3.199
Montreal,historical,1961,CanESM5,5.084,3.601
Montreal,historical,1962,CanESM5,4.975,3.374
Montreal,historical,1963,CanESM5,4.463,3.394
Montreal,historical,1964,CanESM5,5.386,3.543
Montreal,historical,1965,CanESM5,4.973,3.59
Montreal,historical,1966,CanESM5,4.897,3.893
Montreal,historical,1967,CanESM5,5.608,3.045
Montreal,historical,1968,CanESM5,4.349,3.336
Montreal,historical,1969,CanESM5,4.928,3.535
Montreal,historical,1970,CanESM5,4.281,3.034
Montreal,historical,1971,CanESM5,4.144,3.111
Montreal,historical,1972,CanESM5,3.856,3.175
Montreal,historical,1973,CanESM5,3.879,3.297
Montreal,historical,1974,CanESM5,3.989,3.514
Montreal,historical,1975,CanESM5,4.962,3.356
Montreal,historical,1976,CanESM5,5.724,3.044
Montreal,historical,1977,CanESM5,4.823,3.384
Montreal,historical,1978,CanESM5,5.271,3.744
Montreal,historical,1979,CanESM5,6.033,3.798
Montreal,historical,1980,CanESM5,4.109,3.212
Montreal,historical,1981,CanESM5,4.544,3.103
Montreal,historical,1982,CanESM5,3.967,3.308
Montreal,historical,1983,CanESM5,4.313,3.386
Montreal,historical,1984,CanESM5,5.518,3.517
Montreal,historical,1985,CanESM5,4.755,3.113
Montreal,historical,1986,CanESM5,5.053,3.26
Montreal,historical,1987,CanESM5,5.041,3.037
Montreal,historical,1988,CanESM5,4.663,2.824
Montreal,historical,1989,CanESM5,4.949,3.259
Montreal,historical,1990,CanESM5,6.029,3.388
Montreal,historical,1991,CanESM5,5.793,3.24
Montreal,historical,1992,CanESM5,4.508,2.997
Montreal,historical,1993,CanESM5,4.82,3.433
Montreal,historical,1994,CanESM5,3.76,2.962
Montreal,historical,1995,CanESM5,5.777,3.039
Montreal,historical,1996,CanESM5,5.612,3.854
Montreal,historical,1997,CanESM5,5.137,3.419
Montreal,historical,1998,CanESM5,5.232,2.626
Montreal,historical,1999,CanESM5,5.808,3.421
Montreal,historical,2000,CanESM5,5.987,3.925
Montreal,historical,2001,CanESM5,5.512,3.846
Montreal,historical,2002,CanESM5,6.472,3.179
Montreal,historical,2003,CanESM5,5.562,3.728
Montreal,historical,2004,CanESM5,6.291,2.999
Montreal,historical,2005,CanESM5,5.831,3.25
Montreal,historical,2006,CanESM5,6.568,3.654
Montreal,historical,2007,CanESM5,6.674,3.738
Montreal,historical,2008,CanESM5,6.662,3.374
Montreal,historical,2009,CanESM5,6.5,3.31
Montreal,historical,2010,CanESM5,5.201,3.418
Montreal,historical,2011,CanESM5,6.299,3.484
Montreal,historical,2012,CanESM5,6.609,3.721
Montreal,historical,2013,CanESM5,6.754,3.936
Montreal,historical,2014,CanESM5,7.43,2.951
Montreal,ssp126,2015,CanESM5,5.946,3.264
Montreal,ssp126,2016,CanESM5,6.676,3.928
Montreal,ssp126,2017,CanESM5,7.004,3.367
Montreal,ssp126,2018,CanESM5,7.788,3.621
Montreal,ssp126,2019,CanESM5,7.183,3.506
Montreal,ssp126,2020,CanESM5,6.886,4.135
Montreal,ssp126,2021,CanESM5,7.612,3.521
Montreal,ssp126,2022,CanESM5,7.657,3.294
Montreal,ssp126,2023,CanESM5,7.963,3.551
Montreal,ssp126,2024,CanESM5,6.692,3.957
Montreal,ssp126,2025,CanESM5,8.524,3.253
Montreal,ssp126,2026,CanESM5,8.166,3.6
Montreal,ssp126,2027,CanESM5,7.295,3.586
Montreal,ssp126,2028,CanESM5,8.033,3.489
Montreal,ssp126,2029,CanESM5,7.478,3.993
Montreal,ssp126,2030,CanESM5,8.42,3.821
Montreal,ssp126,2031,CanESM5,9.115,4.404
Montreal,ssp126,2032,CanESM5,8.747,3.473
Montreal,ssp126,2033,CanESM5,7.566,4.213
Montreal,ssp126,2034,CanESM5,7.89,3.325
Montreal,ssp126,2035,CanESM5,8.37,3.978
Montreal,ssp126,2036,CanESM5,7.564,3.953
Montreal,ssp126,2037,CanESM5,8.74,3.927
Montreal,ssp126,2038,CanESM5,8.213,3.462
Montreal,ssp126,2039,CanESM5,8.549,3.997
Montreal,ssp126,2040,CanESM5,8.836,3.951
Montreal,ssp126,2041,CanESM5,7.404,3.864
Montreal,ssp126,2042,CanESM5,8.584,3.373
Montreal,ssp126,2043,CanESM5,8.435,3.692
Montreal,ssp126,2044,CanESM5,8.634,3.65
Montreal,ssp126,2045,CanESM5,8.933,3.811
Montreal,ssp126,2046,CanESM5,8.643,3.432
Montreal,ssp126,2047,CanESM5,8.713,4.215
Montreal,ssp126,2048,CanESM5,8.347,4.347
Montreal,ssp126,2049,CanESM5,9.286,3.961
Montreal,ssp126,2050,CanESM5,8.869,3.487
Montreal,ssp126,2051,CanESM5,9.759,3.886
Montreal,ssp126,2052,CanESM5,7.439,3.835
Montreal,ssp126,2053,CanESM5,8.488,4.082
Montreal,ssp126,2054,CanESM5,9.769,3.664
Montreal,ssp126,2055,CanESM5,8.872,3.512
Montreal,ssp126,2056,CanESM5,10.136,4.103
Montreal,ssp126,2057,CanESM5,8.871,3.856
Montreal,ssp126,2058,CanESM5,8.539,3.887
Montreal,ssp126,2059,CanESM5,10.047,3.671
Montreal,ssp126,2060,CanESM5,9.962,3.885
Montreal,ssp126,2061,CanESM5,7.444,4.186
Montreal,ssp126,2062,CanESM5,8.752,3.77
Montreal,ssp126,2063,CanESM5,9.528,4.271
Montreal,ssp126,2064,CanESM5,7.703,4.468
Montreal,ssp126,2065,CanESM5,8.36,3.24
Montreal,ssp126,2066,CanESM5,8.701,3.722
Montreal,ssp126,2067,CanESM5,8.704,3.622
Montreal,ssp126,2068,CanESM5,9.53,3.741
Montreal,ssp126,2069,CanESM5,9.619,3.672
Montreal,ssp126,2070,CanESM5,8.877,3.747
Montreal,ssp126,2071,CanESM5,10.276,3.435
Montreal,ssp126,2072,CanESM5,9.212,3.896
Montreal,ssp126,2073,CanESM5,9.641,4.068
Montreal,ssp126,2074,CanESM5,9.073,3.579
Montreal,ssp126,2075,CanESM5,9.439,3.434
Montreal,ssp126,2076,CanESM5,9.198,4.588
Montreal,ssp126,2077,CanESM5,8.775,3.509
Montreal,ssp126,2078,CanESM5,8.934,4.23
Montreal,ssp126,2079,CanESM5,9.434,3.461
Montreal,ssp126,2080,CanESM5,8.465,4.096
Montreal,ssp126,2081,CanESM5,9.63,3.65
Montreal,ssp126,2082,CanESM5,10.188,3.874
Montreal,ssp126,2083,CanESM5,8.908,4.325
Montreal,ssp126,2084,CanESM5,9.324,4.231
Montreal,ssp126,2085,CanESM5,9.679,3.86
Montreal,ssp126,2086,CanESM5,7.857,4.112
Montreal,ssp126,2087,CanESM5,8.821,4.043
Montreal,ssp126,2088,CanESM5,9.245,3.831
Montreal,ssp126,2089,CanESM5,8.696,3.939
Montreal,ssp126,2090,CanESM5,9.138,3.656
Montreal,ssp126,2091,CanESM5,9.575,4.036
Montreal,ssp126,2092,CanESM5,9.036,4.228
Montreal,ssp126,2093,CanESM5,9.162,4.616
Montreal,ssp126,2094,CanESM5,9.256,3.344
Montreal,ssp126,2095,CanESM5,8.615,4.51
Montreal,ssp126,2096,CanESM5,10.274,4.165
Montreal,ssp126,2097,CanESM5,9.501,4.089
Montreal,ssp126,2098,CanESM5,8.931,4.063
Montreal,ssp126,2099,CanESM5,10.857,3.677
Montreal,ssp126,2100,CanESM5,8.784,4.211
Montreal,ssp245,2015,CanESM5,6.186,3.843
Montreal,ssp245,2016,CanESM5,7.904,3.495
Montreal,ssp245,2017,CanESM5,7.07,3.73
Montreal,ssp245,2018,CanESM5,6.649,3.747
Montreal,ssp245,2019,CanESM5,7.53,4.045
Montreal,ssp245,2020,CanESM5,7.931,3.824
Montreal,ssp245,2021,CanESM5,7.94,3.726
Montreal,ssp245,2022,CanESM5,7.499,3.519
Montreal,ssp245,2023,CanESM5,7.733,4.15
Montreal,ssp245,2024,CanESM5,7.807,3.6
Montreal,ssp245,2025,CanESM5,8.408,3.805
Montreal,ssp245,2026,CanESM5,8.259,3.428
Montreal,ssp245,2027,CanESM5,8.729,3.463
Montreal,ssp245,2028,CanESM5,7.916,3.613
Montreal,ssp245,2029,CanESM5,9.683,3.584
Montreal,ssp245,2030,CanESM5,8.14,3.523
Montreal,ssp245,2031,CanESM5,8.944,3.837
Montreal,ssp245,2032,CanESM5,8.661,3.719
Montreal,ssp245,2033,CanESM5,8.706,4.07
Montreal,ssp245,2034,CanESM5,9.167,3.936
Montreal,ssp245,2035,CanESM5,7.01,3.338
Montreal,ssp245,2036,CanESM5,9.145,4.092
Montreal,ssp245,2037,CanESM5,10.109,3.558
Montreal,ssp245,2038,CanESM5,8.209,3.789
Montreal,ssp245,2039,CanESM5,9.056,3.901
Montreal,ssp245,2040,CanESM5,8.284,3.831
Montreal,ssp245,2041,CanESM5,8.639,3.516
Montreal,ssp245,2042,CanESM5,9.416,3.826
Montreal,ssp245,2043,CanESM5,8.757,4.079
Montreal,ssp245,2044,CanESM5,9.726,3.839
Montreal,ssp245,2045,CanESM5,9.739,3.916
Montreal,ssp245,2046,CanESM5,9.285,3.479
Montreal,ssp245,2047,CanESM5,9.415,3.764
Montreal,ssp245,2048,CanESM5,8.931,3.556
Montreal,ssp245,2049,CanESM5,10.518,4.002
Montreal,ssp245,2050,CanESM5,9.747,3.736
Montreal,ssp245,2051,CanESM5,9.711,3.99
Montreal,ssp245,2052,CanESM5,8.832,3.563
Montreal,ssp245,2053,CanESM5,10.264,3.528
Montreal,ssp245,2054,CanESM5,10.165,4.106
Montreal,ssp245,2055,CanESM5,8.952,3.863
Montreal,ssp245,2056,CanESM5,9.343,3.824
Montreal,ssp245,2057,CanESM5,9.523,3.825
Montreal,ssp245,2058,CanESM5,9.678,3.478
Montreal,ssp245,2059,CanESM5,10.75,3.591
Montreal,ssp245,2060,CanESM5,11.278,3.743
Montreal,ssp245,2061,CanESM5,9.961,4.053
Montreal,ssp245,2062,CanESM5,9.913,4.371
Montreal,ssp245,2063,CanESM5,10.19,4.059
Montreal,ssp245,2064,CanESM5,10.215,4.265
Montreal,ssp245,2065,CanESM5,9.091,3.893
Montreal,ssp245,2066,CanESM5,9.61,3.716
Montreal,ssp245,2067,CanESM5,10.283,3.623
Montreal,ssp245,2068,CanESM5,10.174,4.059
Montreal,ssp245,2069,CanESM5,10.856,3.728
Montreal,ssp245,2070,CanESM5,10.976,4.089
Montreal,ssp245,2071,CanESM5,10.443,4.247
Montreal,ssp245,2072,CanESM5,10.875,4.209
Montreal,ssp245,2073,CanESM5,10.56,4.407
Montreal,ssp245,2074,CanESM5,9.867,3.431
Montreal,ssp245,2075,CanESM5,11.026,4.277
Montreal,ssp245,2076,CanESM5,10.657,4.183
Montreal,ssp245,2077,CanESM5,10.837,3.974
Montreal,ssp245,2078,CanESM5,9.831,4.226
Montreal,ssp245,2079,CanESM5,10.756,3.752
Montreal,ssp245,2080,CanESM5,10.174,4.17
Montreal,ssp245,2081,CanESM5,11.291,4.21
Montreal,ssp245,2082,CanESM5,10.691,4.252
Montreal,ssp245,2083,CanESM5,11.067,3.751
Montreal,ssp245,2084,CanESM5,11.631,3.853
Montreal,ssp245,2085,CanESM5,11.138,3.885
Montreal,ssp245,2086,CanESM5,10.959,3.949
Montreal,ssp245,2087,CanESM5,11.316,4.194
Montreal,ssp245,2088,CanESM5,12.644,3.645
Montreal,ssp245,2089,CanESM5,10.56,4.191
Montreal,ssp245,2090,CanESM5,11.233,3.908
Montreal,ssp245,2091,CanESM5,11.47,3.497
Montreal,ssp245,2092,CanESM5,10.898,4.088
Montreal,ssp245,2093,CanESM5,11.66,3.951
Montreal,ssp245,2094,CanESM5,11.018,4.811
Montreal,ssp245,2095,CanESM5,11.581,4.152
Montreal,ssp245,2096,CanESM5,11.682,3.992
Montreal,ssp245,2097,CanESM5,11.296,4.529
Montreal,ssp245,2098,CanESM5,12.382,4.02
Montreal,ssp245,2099,CanESM5,10.777,3.879
Montreal,ssp245,2100,CanESM5,9.646,3.93
Montreal,ssp585,2015,CanESM5,6.975,3.801
Montreal,ssp585,2016,CanESM5,7.084,4.071
Montreal,ssp585,2017,CanESM5,7.307,3.437
Montreal,ssp585,2018,CanESM5,6.964,4.083
Montreal,ssp585,2019,CanESM5,6.877,3.649
Montreal,ssp585,2020,CanESM5,7.207,3.883
Montreal,ssp585,2021,CanESM5,7.465,3.707
Montreal,ssp585,2022,CanESM5,7.129,4.128
Montreal,ssp585,2023,CanESM5,7.565,3.734
Montreal,ssp585,2024,CanESM5,8.497,3.465
Montreal,ssp585,2025,CanESM5,7.356,3.999
Montreal,ssp585,2026,CanESM5,7.113,3.979
Montreal,ssp585,2027,CanESM5,8.441,3.601
Montreal,ssp585,2028,CanESM5,8.878,3.612
Montreal,ssp585,2029,CanESM5,8.446,4.717
Montreal,ssp585,2030,CanESM5,8.439,4.01
Montreal,ssp585,2031,CanESM5,8.258,3.949
Montreal,ssp585,2032,CanESM5,8.601,3.703
Montreal,ssp585,2033,CanESM5,8.571,3.324
Montreal,ssp585,2034,CanESM5,8.993,3.934
Montreal,ssp585,2035,CanESM5,9.522,3.547
Montreal,ssp585,2036,CanESM5,8.866,3.419
Montreal,ssp585,2037,CanESM5,10.235,3.484
Montreal,ssp585,2038,CanESM5,9.35,3.896
Montreal,ssp585,2039,CanESM5,10.508,3.711
Montreal,ssp585,2040,CanESM5,9.571,3.435
Montreal,ssp585,2041,CanESM5,9.066,3.715
Montreal,ssp585,2042,CanESM5,8.863,3.662
Montreal,ssp585,2043,CanESM5,8.871,3.816
Montreal,ssp585,2044,CanESM5,8.856,4.053
Montreal,ssp585,2045,CanESM5,9.448,3.519
Montreal,ssp585,2046,CanESM5,10.078,4.184
Montreal,ssp585,2047,CanESM5,9.832,3.979
Montreal,ssp585,2048,CanESM5,11.927,4.107
Montreal,ssp585,2049,CanESM5,9.78,3.214
Montreal,ssp585,2050,CanESM5,10.548,3.754
Montreal,ssp585,2051,CanESM5,10.029,3.568
Montreal,ssp585,2052,CanESM5,9.334,3.835
Montreal,ssp585,2053,CanESM5,10.264,3.933
Montreal,ssp585,2054,CanESM5,11.086,4.231
Montreal,ssp585,2055,CanESM5,11.001,4.115
Montreal,ssp585,2056,CanESM5,11.437,3.866
Montreal,ssp585,2057,CanESM5,10.994,4.128
Montreal,ssp585,2058,CanESM5,11.173,3.882
Montreal,ssp585,2059,CanESM5,12.912,4.146
Montreal,ssp585,2060,CanESM5,10.424,4.669
Montreal,ssp585,2061,CanESM5,11.989,4.418
Montreal,ssp585,2062,CanESM5,11.322,3.913
Montreal,ssp585,2063,CanESM5,11.539,4.304
Montreal,ssp585,2064,CanESM5,13.078,3.231
Montreal,ssp585,2065,CanESM5,12.071,3.735
Montreal,ssp585,2066,CanESM5,12.268,4.071
Montreal,ssp585,2067,CanESM5,12.462,3.34
Montreal,ssp585,2068,CanESM5,12.963,4.378
Montreal,ssp585,2069,CanESM5,12.7,4.058
Montreal,ssp585,2070,CanESM5,14.143,3.58
Montreal,ssp585,2071,CanESM5,13.317,4.482
Montreal,ssp585,2072,CanESM5,12.911,3.796
Montreal,ssp585,2073,CanESM5,12.589,3.981
Montreal,ssp585,2074,CanESM5,14.473,4.536
Montreal,ssp585,2075,CanESM5,12.924,3.732
Montreal,ssp585,2076,CanESM5,13.774,3.549
Montreal,ssp585,2077,CanESM5,13.05,4.099
Montreal,ssp585,2078,CanESM5,14.273,4.288
Montreal,ssp585,2079,CanESM5,14.732,4.349
Montreal,ssp585,2080,CanESM5,14.344,4.135
Montreal,ssp585,2081,CanESM5,13.307,3.856
Montreal,ssp585,2082,CanESM5,14.003,3.983
Montreal,ssp585,2083,CanESM5,13.915,3.962
Montreal,ssp585,2084,CanESM5,13.786,3.875
Montreal,ssp585,2085,CanESM5,14.754,3.614
Montreal,ssp585,2086,CanESM5,15.186,3.769
Montreal,ssp585,2087,CanESM5,15.259,4.318
Montreal,ssp585,2088,CanESM5,14.972,3.713
Montreal,ssp585,2089,CanESM5,15.189,4.122
Montreal,ssp585,2090,CanESM5,14.472,3.981
Montreal,ssp585,2091,CanESM5,15.365,3.729
Montreal,ssp585,2092,CanESM5,15.703,3.183
Montreal,ssp585,2093,CanESM5,15.807,4.64
Montreal,ssp585,2094,CanESM5,15.391,4.57
Montreal,ssp585,2095,CanESM5,16.176,3.295
Montreal,ssp585,2096,CanESM5,16.408,3.894
Montreal,ssp585,2097,CanESM5,16.134,4.56
Montreal,ssp585,2098,CanESM5,16.148,3.924
Montreal,ssp585,2099,CanESM5,16.93,3.982
Montreal,ssp585,2100,CanESM5,17.364,3.412
Montreal,historical,1850,GFDL-ESM4,4.034,3.938
Montreal,historical,1851,GFDL-ESM4,3.735,3.899
Montreal,historical,1852,GFDL-ESM4,2.344,4.026
Montreal,historical,1853,GFDL-ESM4,3.536,3.278
Montreal,historical,1854,GFDL-ESM4,3.276,4.2
Montreal,historical,1855,GFDL-ESM4,3.836,3.773
Montreal,historical,1856,GFDL-ESM4,2.481,3.704
Montreal,historical,1857,GFDL-ESM4,3.941,3.761
Montreal,historical,1858,GFDL-ESM4,3.223,3.73
Montreal,historical,1859,GFDL-ESM4,3.136,3.731
Montreal,historical,1860,GFDL-ESM4,3.472,4.321
Montreal,historical,1861,GFDL-ESM4,3.945,3.717
Montreal,historical,1862,GFDL-ESM4,3.395,4.088
Montreal,historical,1863,GFDL-ESM4,4.588,3.327
Montreal,historical,1864,GFDL-ESM4,3.697,3.297
Montreal,historical,1865,GFDL-ESM4,3.884,3.226
Montreal,historical,1866,GFDL-ESM4,2.208,3.367
Montreal,historical,1867,GFDL-ESM4,3.88,3.667
Montreal,historical,1868,GFDL-ESM4,3.825,3.04
Montreal,historical,1869,GFDL-ESM4,4.191,3.576
Montreal,historical,1870,GFDL-ESM4,3.86,4.306
Montreal,historical,1871,GFDL-ESM4,3.716,3.703
Montreal,historical,1872,GFDL-ESM4,3.111,3.626
Montreal,historical,1873,GFDL-ESM4,3.823,3.742
Montreal,historical,1874,GFDL-ESM4,3.806,3.769
