model,scenario,year,tas_C
ACCESS-CM2,historical,1880,13.7228
ACCESS-CM2,historical,1881,13.771
ACCESS-CM2,historical,1882,13.8184
ACCESS-CM2,historical,1883,13.7256
ACCESS-CM2,historical,1884,13.3655
ACCESS-CM2,historical,1885,13.4278
ACCESS-CM2,historical,1886,13.4341
ACCESS-CM2,historical,1887,13.5893
ACCESS-CM2,historical,1888,13.6057
ACCESS-CM2,historical,1889,13.6445
ACCESS-CM2,historical,1890,13.6991
ACCESS-CM2,historical,1891,13.6654
ACCESS-CM2,historical,1892,13.5075
ACCESS-CM2,historical,1893,13.6778
ACCESS-CM2,historical,1894,13.7513
ACCESS-CM2,historical,1895,13.7715
ACCESS-CM2,historical,1896,13.8185
ACCESS-CM2,historical,1897,13.8745
ACCESS-CM2,historical,1898,13.9309
ACCESS-CM2,historical,1899,13.8668
ACCESS-CM2,historical,1900,13.8699
ACCESS-CM2,historical,1901,13.8162
ACCESS-CM2,historical,1902,13.8443
ACCESS-CM2,historical,1903,13.647
ACCESS-CM2,historical,1904,13.6533
ACCESS-CM2,historical,1905,13.6865
ACCESS-CM2,historical,1906,13.7699
ACCESS-CM2,historical,1907,13.631
ACCESS-CM2,historical,1908,13.6789
ACCESS-CM2,historical,1909,13.5982
ACCESS-CM2,historical,1910,13.792
ACCESS-CM2,historical,1911,13.7602
ACCESS-CM2,historical,1912,13.5175
ACCESS-CM2,historical,1913,13.4749
ACCESS-CM2,historical,1914,13.3398
ACCESS-CM2,historical,1915,13.5296
ACCESS-CM2,historical,1916,13.7404
ACCESS-CM2,historical,1917,13.4616
ACCESS-CM2,historical,1918,13.689
ACCESS-CM2,historical,1919,13.6642
ACCESS-CM2,historical,1920,13.6069
ACCESS-CM2,historical,1921,13.5993
ACCESS-CM2,historical,1922,13.5062
ACCESS-CM2,historical,1923,13.6847
ACCESS-CM2,historical,1924,13.7295
ACCESS-CM2,historical,1925,13.7753
ACCESS-CM2,historical,1926,13.6828
ACCESS-CM2,historical,1927,13.8492
ACCESS-CM2,historical,1928,13.7984
ACCESS-CM2,historical,1929,13.888
ACCESS-CM2,historical,1930,13.7883
ACCESS-CM2,historical,1931,13.7058
ACCESS-CM2,historical,1932,13.8655
ACCESS-CM2,historical,1933,13.9222
ACCESS-CM2,historical,1934,14.1304
ACCESS-CM2,historical,1935,14.0116
ACCESS-CM2,historical,1936,14.04
ACCESS-CM2,historical,1937,13.8475
ACCESS-CM2,historical,1938,13.9052
ACCESS-CM2,historical,1939,13.9643
ACCESS-CM2,historical,1940,13.9461
ACCESS-CM2,historical,1941,14.0886
ACCESS-CM2,historical,1942,13.9948
ACCESS-CM2,historical,1943,13.9342
ACCESS-CM2,historical,1944,14.0255
ACCESS-CM2,historical,1945,14.0796
ACCESS-CM2,historical,1946,13.9817
ACCESS-CM2,historical,1947,13.8649
ACCESS-CM2,historical,1948,13.8665
ACCESS-CM2,historical,1949,13.9594
ACCESS-CM2,historical,1950,13.7771
ACCESS-CM2,historical,1951,13.8846
ACCESS-CM2,historical,1952,13.9385
ACCESS-CM2,historical,1953,13.9291
ACCESS-CM2,historical,1954,13.8579
ACCESS-CM2,historical,1955,13.8978
ACCESS-CM2,historical,1956,13.7936
ACCESS-CM2,historical,1957,13.9084
ACCESS-CM2,historical,1958,13.8773
ACCESS-CM2,historical,1959,13.9672
ACCESS-CM2,historical,1960,14.0314
ACCESS-CM2,historical,1961,13.988
ACCESS-CM2,historical,1962,13.9109
ACCESS-CM2,historical,1963,13.7059
ACCESS-CM2,historical,1964,13.6289
ACCESS-CM2,historical,1965,13.6228
ACCESS-CM2,historical,1966,13.6109
ACCESS-CM2,historical,1967,13.6962
ACCESS-CM2,historical,1968,13.8708
ACCESS-CM2,historical,1969,13.8732
ACCESS-CM2,historical,1970,13.8085
ACCESS-CM2,historical,1971,13.7767
ACCESS-CM2,historical,1972,13.8714
ACCESS-CM2,historical,1973,14.0085
ACCESS-CM2,historical,1974,13.817
ACCESS-CM2,historical,1975,13.8005
ACCESS-CM2,historical,1976,13.8935
ACCESS-CM2,historical,1977,13.9092
ACCESS-CM2,historical,1978,13.9006
ACCESS-CM2,historical,1979,14.0407
ACCESS-CM2,historical,1980,13.8979
ACCESS-CM2,historical,1981,13.9677
ACCESS-CM2,historical,1982,13.9196
ACCESS-CM2,historical,1983,13.834
ACCESS-CM2,historical,1984,13.9615
ACCESS-CM2,historical,1985,14.0591
ACCESS-CM2,historical,1986,14.184
ACCESS-CM2,historical,1987,13.9157
ACCESS-CM2,historical,1988,13.92
ACCESS-CM2,historical,1989,14.0866
ACCESS-CM2,historical,1990,14.1886
ACCESS-CM2,historical,1991,14.1258
ACCESS-CM2,historical,1992,13.7475
ACCESS-CM2,historical,1993,13.8599
ACCESS-CM2,historical,1994,13.9934
ACCESS-CM2,historical,1995,14.0337
ACCESS-CM2,historical,1996,14.2176
ACCESS-CM2,historical,1997,14.0822
ACCESS-CM2,historical,1998,14.1399
ACCESS-CM2,historical,1999,14.2526
ACCESS-CM2,historical,2000,14.4082
ACCESS-CM2,historical,2001,14.2952
ACCESS-CM2,historical,2002,14.2863
ACCESS-CM2,historical,2003,14.4628
ACCESS-CM2,historical,2004,14.3044
ACCESS-CM2,historical,2005,14.3937
ACCESS-CM2,historical,2006,14.3996
ACCESS-CM2,historical,2007,14.2442
ACCESS-CM2,historical,2008,14.4115
ACCESS-CM2,historical,2009,14.3453
ACCESS-CM2,historical,2010,14.5261
ACCESS-CM2,historical,2011,14.6473
ACCESS-CM2,historical,2012,14.783
ACCESS-CM2,historical,2013,14.4994
ACCESS-CM2,historical,2014,14.7189
ACCESS-CM2,ssp126,2015,14.797
ACCESS-CM2,ssp126,2016,14.8909
ACCESS-CM2,ssp126,2017,14.8178
ACCESS-CM2,ssp126,2018,14.8033
ACCESS-CM2,ssp126,2019,14.9472
ACCESS-CM2,ssp126,2020,14.9199
ACCESS-CM2,ssp126,2021,15.0624
ACCESS-CM2,ssp126,2022,15.1323
ACCESS-CM2,ssp126,2023,15.1127
ACCESS-CM2,ssp126,2024,15.2873
ACCESS-CM2,ssp126,2025,15.2817
ACCESS-CM2,ssp126,2026,15.1482
ACCESS-CM2,ssp126,2027,15.3042
ACCESS-CM2,ssp126,2028,15.4099
ACCESS-CM2,ssp126,2029,15.4807
ACCESS-CM2,ssp126,2030,15.4204
ACCESS-CM2,ssp126,2031,15.3659
ACCESS-CM2,ssp126,2032,15.3393
ACCESS-CM2,ssp126,2033,15.4812
ACCESS-CM2,ssp126,2034,15.3241
ACCESS-CM2,ssp126,2035,15.5533
ACCESS-CM2,ssp126,2036,15.4987
ACCESS-CM2,ssp126,2037,15.5473
ACCESS-CM2,ssp126,2038,15.6595
ACCESS-CM2,ssp126,2039,15.6453
ACCESS-CM2,ssp126,2040,15.714
ACCESS-CM2,ssp126,2041,15.6607
ACCESS-CM2,ssp126,2042,15.788
ACCESS-CM2,ssp126,2043,15.9437
ACCESS-CM2,ssp126,2044,15.8373
ACCESS-CM2,ssp126,2045,15.8864
ACCESS-CM2,ssp126,2046,15.9366
ACCESS-CM2,ssp126,2047,16.0442
ACCESS-CM2,ssp126,2048,16.0301
ACCESS-CM2,ssp126,2049,16.0162
ACCESS-CM2,ssp126,2050,15.8633
ACCESS-CM2,ssp126,2051,16.0327
ACCESS-CM2,ssp126,2052,16.2062
ACCESS-CM2,ssp126,2053,16.1837
ACCESS-CM2,ssp126,2054,16.0484
ACCESS-CM2,ssp126,2055,15.93
ACCESS-CM2,ssp126,2056,16.1106
ACCESS-CM2,ssp126,2057,16.0365
ACCESS-CM2,ssp126,2058,16.1307
ACCESS-CM2,ssp126,2059,16.0022
ACCESS-CM2,ssp126,2060,16.0797
ACCESS-CM2,ssp126,2061,16.1275
ACCESS-CM2,ssp126,2062,16.1514
ACCESS-CM2,ssp126,2063,16.2584
ACCESS-CM2,ssp126,2064,16.2475
ACCESS-CM2,ssp126,2065,16.158
ACCESS-CM2,ssp126,2066,16.1339
ACCESS-CM2,ssp126,2067,16.3111
ACCESS-CM2,ssp126,2068,16.2729
ACCESS-CM2,ssp126,2069,16.1849
ACCESS-CM2,ssp126,2070,16.1332
ACCESS-CM2,ssp126,2071,16.3117
ACCESS-CM2,ssp126,2072,16.0498
ACCESS-CM2,ssp126,2073,16.1716
ACCESS-CM2,ssp126,2074,16.1602
ACCESS-CM2,ssp126,2075,16.0991
ACCESS-CM2,ssp126,2076,16.1047
ACCESS-CM2,ssp126,2077,16.1378
ACCESS-CM2,ssp126,2078,16.2433
ACCESS-CM2,ssp126,2079,16.3831
ACCESS-CM2,ssp126,2080,16.1673
ACCESS-CM2,ssp126,2081,16.148
ACCESS-CM2,ssp126,2082,16.2292
ACCESS-CM2,ssp126,2083,16.1576
ACCESS-CM2,ssp126,2084,16.2927
ACCESS-CM2,ssp126,2085,16.1736
ACCESS-CM2,ssp126,2086,16.2623
ACCESS-CM2,ssp126,2087,16.2705
ACCESS-CM2,ssp126,2088,16.2392
ACCESS-CM2,ssp126,2089,16.2815
ACCESS-CM2,ssp126,2090,16.409
ACCESS-CM2,ssp126,2091,16.2711
ACCESS-CM2,ssp126,2092,16.3136
ACCESS-CM2,ssp126,2093,16.4315
ACCESS-CM2,ssp126,2094,16.2914
ACCESS-CM2,ssp126,2095,16.3484
ACCESS-CM2,ssp126,2096,16.3554
ACCESS-CM2,ssp126,2097,16.1498
ACCESS-CM2,ssp126,2098,16.1743
ACCESS-CM2,ssp126,2099,16.2014
ACCESS-CM2,ssp126,2100,16.2699
ACCESS-CM2,ssp245,2015,14.7949
ACCESS-CM2,ssp245,2016,14.6931
ACCESS-CM2,ssp245,2017,14.8726
ACCESS-CM2,ssp245,2018,14.8913
ACCESS-CM2,ssp245,2019,14.8434
ACCESS-CM2,ssp245,2020,14.8897
ACCESS-CM2,ssp245,2021,14.9779
ACCESS-CM2,ssp245,2022,15.1284
ACCESS-CM2,ssp245,2023,15.1044
ACCESS-CM2,ssp245,2024,15.135
ACCESS-CM2,ssp245,2025,15.2034
ACCESS-CM2,ssp245,2026,15.2236
ACCESS-CM2,ssp245,2027,15.3687
ACCESS-CM2,ssp245,2028,15.3607
ACCESS-CM2,ssp245,2029,15.3281
ACCESS-CM2,ssp245,2030,15.2664
ACCESS-CM2,ssp245,2031,15.4079
ACCESS-CM2,ssp245,2032,15.2772
ACCESS-CM2,ssp245,2033,15.4509
ACCESS-CM2,ssp245,2034,15.5402
ACCESS-CM2,ssp245,2035,15.5475
ACCESS-CM2,ssp245,2036,15.2773
ACCESS-CM2,ssp245,2037,15.471
ACCESS-CM2,ssp245,2038,15.7175
ACCESS-CM2,ssp245,2039,15.6595
ACCESS-CM2,ssp245,2040,15.8766
ACCESS-CM2,ssp245,2041,15.7951
ACCESS-CM2,ssp245,2042,15.9672
ACCESS-CM2,ssp245,2043,15.9999
ACCESS-CM2,ssp245,2044,15.8763
ACCESS-CM2,ssp245,2045,15.9978
ACCESS-CM2,ssp245,2046,15.9799
ACCESS-CM2,ssp245,2047,16.0808
ACCESS-CM2,ssp245,2048,16.0945
ACCESS-CM2,ssp245,2049,16.1036
ACCESS-CM2,ssp245,2050,16.0179
ACCESS-CM2,ssp245,2051,16.1605
ACCESS-CM2,ssp245,2052,16.1508
ACCESS-CM2,ssp245,2053,16.3643
ACCESS-CM2,ssp245,2054,16.2311
ACCESS-CM2,ssp245,2055,16.4036
ACCESS-CM2,ssp245,2056,16.4769
ACCESS-CM2,ssp245,2057,16.3676
ACCESS-CM2,ssp245,2058,16.5136
ACCESS-CM2,ssp245,2059,16.6145
ACCESS-CM2,ssp245,2060,16.3106
ACCESS-CM2,ssp245,2061,16.5281
ACCESS-CM2,ssp245,2062,16.6762
ACCESS-CM2,ssp245,2063,16.5209
ACCESS-CM2,ssp245,2064,16.4964
ACCESS-CM2,ssp245,2065,16.6603
ACCESS-CM2,ssp245,2066,16.4856
ACCESS-CM2,ssp245,2067,16.5798
ACCESS-CM2,ssp245,2068,16.714
ACCESS-CM2,ssp245,2069,16.8007
ACCESS-CM2,ssp245,2070,16.8389
ACCESS-CM2,ssp245,2071,16.9068
ACCESS-CM2,ssp245,2072,16.8269
ACCESS-CM2,ssp245,2073,16.817
ACCESS-CM2,ssp245,2074,16.8873
ACCESS-CM2,ssp245,2075,16.886
ACCESS-CM2,ssp245,2076,16.9249
ACCESS-CM2,ssp245,2077,16.8258
ACCESS-CM2,ssp245,2078,16.6905
ACCESS-CM2,ssp245,2079,17.0349
ACCESS-CM2,ssp245,2080,16.9817
ACCESS-CM2,ssp245,2081,17.0326
ACCESS-CM2,ssp245,2082,16.8965
ACCESS-CM2,ssp245,2083,17.0708
ACCESS-CM2,ssp245,2084,17.0235
ACCESS-CM2,ssp245,2085,17.1269
ACCESS-CM2,ssp245,2086,17.0702
ACCESS-CM2,ssp245,2087,17.1762
ACCESS-CM2,ssp245,2088,17.1279
ACCESS-CM2,ssp245,2089,17.173
ACCESS-CM2,ssp245,2090,17.1563
ACCESS-CM2,ssp245,2091,17.225
ACCESS-CM2,ssp245,2092,17.2068
ACCESS-CM2,ssp245,2093,17.223
ACCESS-CM2,ssp245,2094,17.1828
ACCESS-CM2,ssp245,2095,17.2535
ACCESS-CM2,ssp245,2096,17.3829
ACCESS-CM2,ssp245,2097,17.2164
ACCESS-CM2,ssp245,2098,17.3091
ACCESS-CM2,ssp245,2099,17.3399
ACCESS-CM2,ssp245,2100,17.3203
ACCESS-CM2,ssp585,2015,14.8309
ACCESS-CM2,ssp585,2016,14.8632
ACCESS-CM2,ssp585,2017,14.8231
ACCESS-CM2,ssp585,2018,15.0648
ACCESS-CM2,ssp585,2019,15.2142
ACCESS-CM2,ssp585,2020,15.0778
ACCESS-CM2,ssp585,2021,15.2891
ACCESS-CM2,ssp585,2022,15.0191
ACCESS-CM2,ssp585,2023,15.2566
ACCESS-CM2,ssp585,2024,15.1334
ACCESS-CM2,ssp585,2025,15.2219
ACCESS-CM2,ssp585,2026,15.2443
ACCESS-CM2,ssp585,2027,15.4716
ACCESS-CM2,ssp585,2028,15.4317
ACCESS-CM2,ssp585,2029,15.2817
ACCESS-CM2,ssp585,2030,15.3756
ACCESS-CM2,ssp585,2031,15.5787
ACCESS-CM2,ssp585,2032,15.3017
ACCESS-CM2,ssp585,2033,15.4869
ACCESS-CM2,ssp585,2034,15.5184
ACCESS-CM2,ssp585,2035,15.5836
ACCESS-CM2,ssp585,2036,15.6306
ACCESS-CM2,ssp585,2037,15.8487
ACCESS-CM2,ssp585,2038,15.7238
ACCESS-CM2,ssp585,2039,15.6407
ACCESS-CM2,ssp585,2040,15.8071
ACCESS-CM2,ssp585,2041,15.9163
ACCESS-CM2,ssp585,2042,15.886
ACCESS-CM2,ssp585,2043,16.0765
ACCESS-CM2,ssp585,2044,16.0312
ACCESS-CM2,ssp585,2045,16.1537
ACCESS-CM2,ssp585,2046,16.1702
ACCESS-CM2,ssp585,2047,16.1296
ACCESS-CM2,ssp585,2048,16.2255
ACCESS-CM2,ssp585,2049,16.3557
ACCESS-CM2,ssp585,2050,16.4576
ACCESS-CM2,ssp585,2051,16.3515
ACCESS-CM2,ssp585,2052,16.4686
ACCESS-CM2,ssp585,2053,16.7276
ACCESS-CM2,ssp585,2054,16.609
ACCESS-CM2,ssp585,2055,16.6418
ACCESS-CM2,ssp585,2056,16.8162
ACCESS-CM2,ssp585,2057,16.8615
ACCESS-CM2,ssp585,2058,17.0969
ACCESS-CM2,ssp585,2059,17.0645
ACCESS-CM2,ssp585,2060,17.047
ACCESS-CM2,ssp585,2061,17.1681
ACCESS-CM2,ssp585,2062,17.1898
ACCESS-CM2,ssp585,2063,17.2538
ACCESS-CM2,ssp585,2064,17.4046
ACCESS-CM2,ssp585,2065,17.2117
ACCESS-CM2,ssp585,2066,17.3254
ACCESS-CM2,ssp585,2067,17.5555
ACCESS-CM2,ssp585,2068,17.439
ACCESS-CM2,ssp585,2069,17.7434
ACCESS-CM2,ssp585,2070,17.7697
ACCESS-CM2,ssp585,2071,17.9948
ACCESS-CM2,ssp585,2072,17.873
ACCESS-CM2,ssp585,2073,17.9213
ACCESS-CM2,ssp585,2074,18.0269
ACCESS-CM2,ssp585,2075,18.141
ACCESS-CM2,ssp585,2076,18.1362
ACCESS-CM2,ssp585,2077,18.0573
ACCESS-CM2,ssp585,2078,18.0918
ACCESS-CM2,ssp585,2079,18.2619
ACCESS-CM2,ssp585,2080,18.4286
ACCESS-CM2,ssp585,2081,18.456
ACCESS-CM2,ssp585,2082,18.6083
ACCESS-CM2,ssp585,2083,18.5067
ACCESS-CM2,ssp585,2084,18.8148
ACCESS-CM2,ssp585,2085,18.8816
ACCESS-CM2,ssp585,2086,18.8359
ACCESS-CM2,ssp585,2087,18.9794
ACCESS-CM2,ssp585,2088,19.027
ACCESS-CM2,ssp585,2089,18.9549
ACCESS-CM2,ssp585,2090,19.1442
ACCESS-CM2,ssp585,2091,19.251
ACCESS-CM2,ssp585,2092,19.3128
ACCESS-CM2,ssp585,2093,19.3098
ACCESS-CM2,ssp585,2094,19.5383
ACCESS-CM2,ssp585,2095,19.6286
ACCESS-CM2,ssp585,2096,19.706
ACCESS-CM2,ssp585,2097,19.6699
ACCESS-CM2,ssp585,2098,19.86
ACCESS-CM2,ssp585,2099,19.9647
ACCESS-CM2,ssp585,2100,19.9953
MIROC6,historical,1850,15.2067
MIROC6,historical,1851,15.4035
MIROC6,historical,1852,15.5353
MIROC6,historical,1853,15.1839
MIROC6,historical,1854,15.1437
MIROC6,historical,1855,15.1486
MIROC6,historical,1856,15.3636
MIROC6,historical,1857,15.6102
MIROC6,historical,1858,15.5495
MIROC6,historical,1859,15.2708
MIROC6,historical,1860,15.411
MIROC6,historical,1861,15.4034
MIROC6,historical,1862,15.2579
MIROC6,historical,1863,15.1715
MIROC6,historical,1864,15.344
MIROC6,historical,1865,15.3208
MIROC6,historical,1866,15.1731
MIROC6,historical,1867,15.1777
MIROC6,historical,1868,15.2279
MIROC6,historical,1869,15.3151
MIROC6,historical,1870,15.4118
MIROC6,historical,1871,15.3848
MIROC6,historical,1872,15.4403
MIROC6,historical,1873,15.4409
MIROC6,historical,1874,15.4951
MIROC6,historical,1875,15.7125
MIROC6,historical,1876,15.2296
MIROC6,historical,1877,15.076
MIROC6,historical,1878,15.2512
MIROC6,historical,1879,15.2606
MIROC6,historical,1880,15.3988
MIROC6,historical,1881,15.3937
MIROC6,historical,1882,15.2445
MIROC6,historical,1883,15.2262
MIROC6,historical,1884,15.0838
MIROC6,historical,1885,15.2352
MIROC6,historical,1886,15.1772
MIROC6,historical,1887,15.1365
MIROC6,historical,1888,15.1767
MIROC6,historical,1889,15.1284
MIROC6,historical,1890,15.1521
MIROC6,historical,1891,15.2923
MIROC6,historical,1892,15.3431
MIROC6,historical,1893,15.416
MIROC6,historical,1894,15.2869
MIROC6,historical,1895,15.2591
MIROC6,historical,1896,15.2696
MIROC6,historical,1897,15.4093
MIROC6,historical,1898,15.3411
MIROC6,historical,1899,15.2789
MIROC6,historical,1900,15.2424
MIROC6,historical,1901,15.2352
MIROC6,historical,1902,15.2281
MIROC6,historical,1903,15.1673
MIROC6,historical,1904,15.3111
MIROC6,historical,1905,15.2449
MIROC6,historical,1906,15.1764
MIROC6,historical,1907,15.208
MIROC6,historical,1908,15.2618
MIROC6,historical,1909,15.3305
MIROC6,historical,1910,15.3097
MIROC6,historical,1911,15.2356
MIROC6,historical,1912,15.3959
MIROC6,historical,1913,15.4916
MIROC6,historical,1914,15.2437
MIROC6,historical,1915,15.2049
MIROC6,historical,1916,15.2231
MIROC6,historical,1917,15.208
MIROC6,historical,1918,15.1347
MIROC6,historical,1919,15.1065
MIROC6,historical,1920,15.221
MIROC6,historical,1921,15.4518
MIROC6,historical,1922,15.6605
MIROC6,historical,1923,15.7146
MIROC6,historical,1924,15.1948
MIROC6,historical,1925,15.2166
MIROC6,historical,1926,15.4099
MIROC6,historical,1927,15.5739
MIROC6,historical,1928,15.6911
MIROC6,historical,1929,15.4894
MIROC6,historical,1930,15.114
MIROC6,historical,1931,15.1375
MIROC6,historical,1932,15.2959
MIROC6,historical,1933,15.4223
MIROC6,historical,1934,15.7037
MIROC6,historical,1935,15.4903
MIROC6,historical,1936,15.2679
MIROC6,historical,1937,15.2616
MIROC6,historical,1938,15.4828
MIROC6,historical,1939,15.8286
MIROC6,historical,1940,15.5651
MIROC6,historical,1941,15.3855
MIROC6,historical,1942,15.4278
MIROC6,historical,1943,15.5278
MIROC6,historical,1944,15.5775
MIROC6,historical,1945,15.4683
MIROC6,historical,1946,15.3252
MIROC6,historical,1947,15.3986
MIROC6,historical,1948,15.6342
MIROC6,historical,1949,15.8013
MIROC6,historical,1950,15.3719
MIROC6,historical,1951,15.2936
MIROC6,historical,1952,15.1767
MIROC6,historical,1953,15.3589
MIROC6,historical,1954,15.3419
MIROC6,historical,1955,15.4672
MIROC6,historical,1956,15.4403
MIROC6,historical,1957,15.4627
MIROC6,historical,1958,15.5122
MIROC6,historical,1959,15.727
MIROC6,historical,1960,15.4629
MIROC6,historical,1961,15.456
MIROC6,historical,1962,15.5877
MIROC6,historical,1963,15.6645
MIROC6,historical,1964,15.239
MIROC6,historical,1965,15.0772
MIROC6,historical,1966,15.2529
MIROC6,historical,1967,15.4499
MIROC6,historical,1968,15.5821
MIROC6,historical,1969,15.7943
MIROC6,historical,1970,15.4881
MIROC6,historical,1971,15.3091
MIROC6,historical,1972,15.3447
MIROC6,historical,1973,15.5036
MIROC6,historical,1974,15.5552
MIROC6,historical,1975,15.3353
MIROC6,historical,1976,15.3618
MIROC6,historical,1977,15.5218
MIROC6,historical,1978,15.7775
MIROC6,historical,1979,15.4096
MIROC6,historical,1980,15.3242
MIROC6,historical,1981,15.3242
MIROC6,historical,1982,15.3739
MIROC6,historical,1983,15.3484
MIROC6,historical,1984,15.5609
MIROC6,historical,1985,15.7141
MIROC6,historical,1986,15.5918
MIROC6,historical,1987,15.4573
MIROC6,historical,1988,15.5952
MIROC6,historical,1989,15.6492
MIROC6,historical,1990,15.8632
MIROC6,historical,1991,15.7493
MIROC6,historical,1992,15.2512
MIROC6,historical,1993,15.2428
MIROC6,historical,1994,15.3939
MIROC6,historical,1995,15.6131
MIROC6,historical,1996,15.8237
MIROC6,historical,1997,15.8288
MIROC6,historical,1998,15.7976
MIROC6,historical,1999,15.7441
MIROC6,historical,2000,15.8156
MIROC6,historical,2001,16.0777
MIROC6,historical,2002,16.0935
MIROC6,historical,2003,16.0196
MIROC6,historical,2004,15.8093
MIROC6,historical,2005,15.7194
MIROC6,historical,2006,15.7802
MIROC6,historical,2007,15.8497
MIROC6,historical,2008,15.9804
MIROC6,historical,2009,16.278
MIROC6,historical,2010,15.9474
MIROC6,historical,2011,15.7398
MIROC6,historical,2012,15.8693
MIROC6,historical,2013,16.1746
MIROC6,historical,2014,16.3038
MIROC6,ssp126,2015,15.9671
MIROC6,ssp126,2016,15.8908
MIROC6,ssp126,2017,16.0851
MIROC6,ssp126,2018,16.1244
MIROC6,ssp126,2019,16.3567
MIROC6,ssp126,2020,16.4564
MIROC6,ssp126,2021,16.1587
MIROC6,ssp126,2022,16.0118
MIROC6,ssp126,2023,16.2281
MIROC6,ssp126,2024,16.5107
MIROC6,ssp126,2025,16.6475
MIROC6,ssp126,2026,16.2962
MIROC6,ssp126,2027,16.2851
MIROC6,ssp126,2028,16.4527
MIROC6,ssp126,2029,16.7474
MIROC6,ssp126,2030,16.4078
MIROC6,ssp126,2031,16.3606
MIROC6,ssp126,2032,16.4368
MIROC6,ssp126,2033,16.4681
MIROC6,ssp126,2034,16.53
MIROC6,ssp126,2035,16.7396
MIROC6,ssp126,2036,16.8716
MIROC6,ssp126,2037,16.5276
MIROC6,ssp126,2038,16.3919
MIROC6,ssp126,2039,16.5013
MIROC6,ssp126,2040,16.6094
MIROC6,ssp126,2041,16.5855
MIROC6,ssp126,2042,16.6755
MIROC6,ssp126,2043,16.8143
MIROC6,ssp126,2044,16.48
MIROC6,ssp126,2045,16.4795
MIROC6,ssp126,2046,16.4784
MIROC6,ssp126,2047,16.6486
MIROC6,ssp126,2048,16.74
MIROC6,ssp126,2049,16.7391
MIROC6,ssp126,2050,16.6754
MIROC6,ssp126,2051,16.4193
MIROC6,ssp126,2052,16.3811
MIROC6,ssp126,2053,16.5093
MIROC6,ssp126,2054,16.7056
MIROC6,ssp126,2055,16.7949
MIROC6,ssp126,2056,16.6486
MIROC6,ssp126,2057,16.6327
MIROC6,ssp126,2058,16.7502
MIROC6,ssp126,2059,17.0297
MIROC6,ssp126,2060,17.0734
MIROC6,ssp126,2061,16.6886
MIROC6,ssp126,2062,16.5525
MIROC6,ssp126,2063,16.5572
MIROC6,ssp126,2064,16.5152
MIROC6,ssp126,2065,16.6069
MIROC6,ssp126,2066,16.7961
MIROC6,ssp126,2067,16.9631
MIROC6,ssp126,2068,16.7017
MIROC6,ssp126,2069,16.6683
MIROC6,ssp126,2070,16.682
MIROC6,ssp126,2071,16.5737
MIROC6,ssp126,2072,16.6598
MIROC6,ssp126,2073,16.7981
MIROC6,ssp126,2074,16.7717
MIROC6,ssp126,2075,16.7041
MIROC6,ssp126,2076,16.8097
MIROC6,ssp126,2077,16.9744
MIROC6,ssp126,2078,16.8199
MIROC6,ssp126,2079,16.5041
MIROC6,ssp126,2080,16.6935
MIROC6,ssp126,2081,16.913
MIROC6,ssp126,2082,16.9266
MIROC6,ssp126,2083,16.4818
MIROC6,ssp126,2084,16.5108
MIROC6,ssp126,2085,16.7109
MIROC6,ssp126,2086,16.9596
MIROC6,ssp126,2087,16.6756
MIROC6,ssp126,2088,16.5191
MIROC6,ssp126,2089,16.7149
MIROC6,ssp126,2090,16.6987
MIROC6,ssp126,2091,16.7966
MIROC6,ssp126,2092,16.911
MIROC6,ssp126,2093,16.6398
MIROC6,ssp126,2094,16.4739
MIROC6,ssp126,2095,16.6242
MIROC6,ssp126,2096,16.8226
MIROC6,ssp126,2097,16.4116
MIROC6,ssp126,2098,16.4437
MIROC6,ssp126,2099,16.5728
MIROC6,ssp126,2100,16.7695
MIROC6,ssp245,2015,15.9894
MIROC6,ssp245,2016,15.8811
MIROC6,ssp245,2017,16.0609
MIROC6,ssp245,2018,16.2012
MIROC6,ssp245,2019,16.5085
MIROC6,ssp245,2020,16.4435
MIROC6,ssp245,2021,16.0328
MIROC6,ssp245,2022,16.0659
MIROC6,ssp245,2023,16.2301
MIROC6,ssp245,2024,16.3911
MIROC6,ssp245,2025,16.4417
MIROC6,ssp245,2026,16.4547
MIROC6,ssp245,2027,16.2745
MIROC6,ssp245,2028,16.1512
MIROC6,ssp245,2029,16.1309
MIROC6,ssp245,2030,16.2785
MIROC6,ssp245,2031,16.4715
MIROC6,ssp245,2032,16.2792
MIROC6,ssp245,2033,16.1975
MIROC6,ssp245,2034,16.4315
MIROC6,ssp245,2035,16.5672
MIROC6,ssp245,2036,16.6072
MIROC6,ssp245,2037,16.6788
MIROC6,ssp245,2038,16.7916
MIROC6,ssp245,2039,16.7545
MIROC6,ssp585,2015,15.9169
MIROC6,ssp585,2016,15.8886
MIROC6,ssp585,2017,16.0889
MIROC6,ssp585,2018,16.2226
MIROC6,ssp585,2019,16.4695
MIROC6,ssp585,2020,16.5047
MIROC6,ssp585,2021,16.1447
MIROC6,ssp585,2022,15.9991
MIROC6,ssp585,2023,16.1893
MIROC6,ssp585,2024,16.3566
MIROC6,ssp585,2025,16.5559
MIROC6,ssp585,2026,16.5265
MIROC6,ssp585,2027,16.2373
MIROC6,ssp585,2028,16.3095
MIROC6,ssp585,2029,16.3868
MIROC6,ssp585,2030,16.5925
MIROC6,ssp585,2031,16.8373
MIROC6,ssp585,2032,16.7024
MIROC6,ssp585,2033,16.3949
