model,scenario,year,tas_C
CanESM5,ssp245,2043,16.3318
CanESM5,ssp245,2044,16.5187
CanESM5,ssp245,2045,16.4588
CanESM5,ssp245,2046,16.4602
CanESM5,ssp245,2047,16.6781
CanESM5,ssp245,2048,16.4458
CanESM5,ssp245,2049,16.4646
CanESM5,ssp245,2050,16.5306
CanESM5,ssp245,2051,16.5831
CanESM5,ssp245,2052,16.7253
CanESM5,ssp245,2053,16.7797
CanESM5,ssp245,2054,16.6644
CanESM5,ssp245,2055,16.7124
CanESM5,ssp245,2056,16.9376
CanESM5,ssp245,2057,16.8933
CanESM5,ssp245,2058,16.8712
CanESM5,ssp245,2059,16.9256
CanESM5,ssp245,2060,16.7878
CanESM5,ssp245,2061,16.9467
CanESM5,ssp245,2062,17.0048
CanESM5,ssp245,2063,16.9582
CanESM5,ssp245,2064,17.1759
CanESM5,ssp245,2065,17.1363
CanESM5,ssp245,2066,17.0893
CanESM5,ssp245,2067,17.0946
CanESM5,ssp245,2068,17.0868
CanESM5,ssp245,2069,17.0919
CanESM5,ssp245,2070,17.1673
CanESM5,ssp245,2071,17.204
CanESM5,ssp245,2072,17.3738
CanESM5,ssp245,2073,17.542
CanESM5,ssp245,2074,17.5399
CanESM5,ssp245,2075,17.3141
CanESM5,ssp245,2076,17.3417
CanESM5,ssp245,2077,17.6136
CanESM5,ssp245,2078,17.5645
CanESM5,ssp245,2079,17.5567
CanESM5,ssp245,2080,17.5559
CanESM5,ssp245,2081,17.5563
CanESM5,ssp245,2082,17.6806
CanESM5,ssp245,2083,17.7591
CanESM5,ssp245,2084,17.7026
CanESM5,ssp245,2085,17.8397
CanESM5,ssp245,2086,17.9857
CanESM5,ssp245,2087,17.8219
CanESM5,ssp245,2088,17.6898
CanESM5,ssp245,2089,17.7277
CanESM5,ssp245,2090,17.7578
CanESM5,ssp245,2091,17.6291
CanESM5,ssp245,2092,17.6335
CanESM5,ssp245,2093,17.7397
CanESM5,ssp245,2094,17.7059
CanESM5,ssp245,2095,17.8355
CanESM5,ssp245,2096,17.6612
CanESM5,ssp245,2097,17.6917
CanESM5,ssp245,2098,17.7394
CanESM5,ssp245,2099,17.9604
CanESM5,ssp245,2100,17.7669
CanESM5,ssp585,2015,15.2213
CanESM5,ssp585,2016,15.184
CanESM5,ssp585,2017,15.3009
CanESM5,ssp585,2018,15.4913
CanESM5,ssp585,2019,15.6682
CanESM5,ssp585,2020,15.3728
CanESM5,ssp585,2021,15.4114
CanESM5,ssp585,2022,15.5254
CanESM5,ssp585,2023,15.5776
CanESM5,ssp585,2024,15.7316
CanESM5,ssp585,2025,15.7581
CanESM5,ssp585,2026,15.9258
CanESM5,ssp585,2027,16.0826
CanESM5,ssp585,2028,15.7426
CanESM5,ssp585,2029,15.8076
CanESM5,ssp585,2030,15.8564
CanESM5,ssp585,2031,15.8692
CanESM5,ssp585,2032,15.8251
CanESM5,ssp585,2033,15.9203
CanESM5,ssp585,2034,16.0245
CanESM5,ssp585,2035,16.0648
CanESM5,ssp585,2036,16.0773
CanESM5,ssp585,2037,16.2455
CanESM5,ssp585,2038,16.3622
CanESM5,ssp585,2039,16.4177
CanESM5,ssp585,2040,16.4196
CanESM5,ssp585,2041,16.4655
CanESM5,ssp585,2042,16.4833
CanESM5,ssp585,2043,16.7652
CanESM5,ssp585,2044,16.7832
CanESM5,ssp585,2045,16.9328
CanESM5,ssp585,2046,17.0275
CanESM5,ssp585,2047,17.0006
CanESM5,ssp585,2048,16.9785
CanESM5,ssp585,2049,17.085
CanESM5,ssp585,2050,17.3393
CanESM5,ssp585,2051,17.397
CanESM5,ssp585,2052,17.4478
CanESM5,ssp585,2053,17.4003
CanESM5,ssp585,2054,17.4812
CanESM5,ssp585,2055,17.6896
CanESM5,ssp585,2056,17.8757
CanESM5,ssp585,2057,17.6317
CanESM5,ssp585,2058,17.7108
CanESM5,ssp585,2059,17.7207
CanESM5,ssp585,2060,17.9112
CanESM5,ssp585,2061,18.1657
CanESM5,ssp585,2062,18.2424
CanESM5,ssp585,2063,18.0484
CanESM5,ssp585,2064,18.1784
CanESM5,ssp585,2065,18.3888
CanESM5,ssp585,2066,18.407
CanESM5,ssp585,2067,18.6696
CanESM5,ssp585,2068,18.6831
CanESM5,ssp585,2069,18.6535
CanESM5,ssp585,2070,18.8417
CanESM5,ssp585,2071,18.9219
CanESM5,ssp585,2072,19.0076
CanESM5,ssp585,2073,18.9765
CanESM5,ssp585,2074,19.155
CanESM5,ssp585,2075,19.3245
CanESM5,ssp585,2076,19.4449
CanESM5,ssp585,2077,19.3824
CanESM5,ssp585,2078,19.3848
CanESM5,ssp585,2079,19.638
CanESM5,ssp585,2080,19.7148
CanESM5,ssp585,2081,19.7827
CanESM5,ssp585,2082,19.8622
CanESM5,ssp585,2083,19.9388
CanESM5,ssp585,2084,20.0741
CanESM5,ssp585,2085,20.1429
CanESM5,ssp585,2086,20.1181
CanESM5,ssp585,2087,20.2113
CanESM5,ssp585,2088,20.3924
CanESM5,ssp585,2089,20.4977
CanESM5,ssp585,2090,20.571
CanESM5,ssp585,2091,20.7375
CanESM5,ssp585,2092,20.6642
CanESM5,ssp585,2093,20.7534
CanESM5,ssp585,2094,20.8994
CanESM5,ssp585,2095,20.9849
CanESM5,ssp585,2096,20.9835
CanESM5,ssp585,2097,21.0993
CanESM5,ssp585,2098,21.3251
CanESM5,ssp585,2099,21.3394
CanESM5,ssp585,2100,21.351
IPSL-CM6A-LR,historical,1850,12.4374
IPSL-CM6A-LR,historical,1851,12.6158
IPSL-CM6A-LR,historical,1852,12.6432
IPSL-CM6A-LR,historical,1853,12.642
IPSL-CM6A-LR,historical,1854,12.7906
IPSL-CM6A-LR,historical,1855,12.8893
IPSL-CM6A-LR,historical,1856,12.6544
IPSL-CM6A-LR,historical,1857,12.8266
IPSL-CM6A-LR,historical,1858,12.845
IPSL-CM6A-LR,historical,1859,12.8514
IPSL-CM6A-LR,historical,1860,12.909
IPSL-CM6A-LR,historical,1861,12.7687
IPSL-CM6A-LR,historical,1862,12.6927
IPSL-CM6A-LR,historical,1863,12.6178
IPSL-CM6A-LR,historical,1864,12.6985
IPSL-CM6A-LR,historical,1865,12.9086
IPSL-CM6A-LR,historical,1866,12.7252
IPSL-CM6A-LR,historical,1867,12.819
IPSL-CM6A-LR,historical,1868,12.9333
IPSL-CM6A-LR,historical,1869,13.1383
IPSL-CM6A-LR,historical,1870,12.9669
IPSL-CM6A-LR,historical,1871,12.7819
IPSL-CM6A-LR,historical,1872,13.1728
IPSL-CM6A-LR,historical,1873,13.0531
IPSL-CM6A-LR,historical,1874,12.8006
IPSL-CM6A-LR,historical,1875,12.7159
IPSL-CM6A-LR,historical,1876,12.9057
IPSL-CM6A-LR,historical,1877,12.8661
IPSL-CM6A-LR,historical,1878,13.0363
IPSL-CM6A-LR,historical,1879,13.0748
IPSL-CM6A-LR,historical,1880,13.0672
IPSL-CM6A-LR,historical,1881,12.9894
IPSL-CM6A-LR,historical,1882,12.9961
IPSL-CM6A-LR,historical,1883,12.8711
IPSL-CM6A-LR,historical,1884,12.6613
IPSL-CM6A-LR,historical,1885,12.7619
IPSL-CM6A-LR,historical,1886,12.95
IPSL-CM6A-LR,historical,1887,12.9832
IPSL-CM6A-LR,historical,1888,13.0567
IPSL-CM6A-LR,historical,1889,13.0814
IPSL-CM6A-LR,historical,1890,12.7728
IPSL-CM6A-LR,historical,1891,12.783
IPSL-CM6A-LR,historical,1892,12.9204
IPSL-CM6A-LR,historical,1893,13.0463
IPSL-CM6A-LR,historical,1894,13.0562
IPSL-CM6A-LR,historical,1895,12.9193
IPSL-CM6A-LR,historical,1896,12.8907
IPSL-CM6A-LR,historical,1897,13.1534
IPSL-CM6A-LR,historical,1898,13.029
IPSL-CM6A-LR,historical,1899,12.953
IPSL-CM6A-LR,historical,1900,12.9641
IPSL-CM6A-LR,historical,1901,12.8689
IPSL-CM6A-LR,historical,1902,12.7772
IPSL-CM6A-LR,historical,1903,12.5889
IPSL-CM6A-LR,historical,1904,12.9413
IPSL-CM6A-LR,historical,1905,13.0337
IPSL-CM6A-LR,historical,1906,12.9107
IPSL-CM6A-LR,historical,1907,12.9235
IPSL-CM6A-LR,historical,1908,13.032
IPSL-CM6A-LR,historical,1909,12.8399
IPSL-CM6A-LR,historical,1910,12.9303
IPSL-CM6A-LR,historical,1911,13.0742
IPSL-CM6A-LR,historical,1912,12.9551
IPSL-CM6A-LR,historical,1913,12.9832
IPSL-CM6A-LR,historical,1914,12.8392
IPSL-CM6A-LR,historical,1915,12.8245
IPSL-CM6A-LR,historical,1916,12.6285
IPSL-CM6A-LR,historical,1917,12.8427
IPSL-CM6A-LR,historical,1918,13.1205
IPSL-CM6A-LR,historical,1919,13.1243
IPSL-CM6A-LR,historical,1920,13.268
IPSL-CM6A-LR,historical,1921,13.1215
IPSL-CM6A-LR,historical,1922,13.0979
IPSL-CM6A-LR,historical,1923,12.9521
IPSL-CM6A-LR,historical,1924,12.944
IPSL-CM6A-LR,historical,1925,13.0261
IPSL-CM6A-LR,historical,1926,13.0528
IPSL-CM6A-LR,historical,1927,13.0647
IPSL-CM6A-LR,historical,1928,13.038
IPSL-CM6A-LR,historical,1929,12.899
IPSL-CM6A-LR,historical,1930,13.0309
IPSL-CM6A-LR,historical,1931,13.1204
IPSL-CM6A-LR,historical,1932,12.9634
IPSL-CM6A-LR,historical,1933,12.8525
IPSL-CM6A-LR,historical,1934,13.0314
IPSL-CM6A-LR,historical,1935,13.0876
IPSL-CM6A-LR,historical,1936,13.1391
IPSL-CM6A-LR,historical,1937,13.0236
IPSL-CM6A-LR,historical,1938,13.0936
IPSL-CM6A-LR,historical,1939,12.9434
IPSL-CM6A-LR,historical,1940,13.178
IPSL-CM6A-LR,historical,1941,13.1542
IPSL-CM6A-LR,historical,1942,12.9556
IPSL-CM6A-LR,historical,1943,13.1211
IPSL-CM6A-LR,historical,1944,13.0349
IPSL-CM6A-LR,historical,1945,13.0585
IPSL-CM6A-LR,historical,1946,13.0572
IPSL-CM6A-LR,historical,1947,13.035
IPSL-CM6A-LR,historical,1948,13.2298
IPSL-CM6A-LR,historical,1949,13.3086
IPSL-CM6A-LR,historical,1950,13.2466
IPSL-CM6A-LR,historical,1951,13.2007
IPSL-CM6A-LR,historical,1952,13.0968
IPSL-CM6A-LR,historical,1953,12.9857
IPSL-CM6A-LR,historical,1954,12.969
IPSL-CM6A-LR,historical,1955,13.2783
IPSL-CM6A-LR,historical,1956,13.2752
IPSL-CM6A-LR,historical,1957,13.3905
IPSL-CM6A-LR,historical,1958,13.2436
IPSL-CM6A-LR,historical,1959,13.1194
IPSL-CM6A-LR,historical,1960,13.1422
IPSL-CM6A-LR,historical,1961,13.2493
IPSL-CM6A-LR,historical,1962,13.4301
IPSL-CM6A-LR,historical,1963,13.1205
IPSL-CM6A-LR,historical,1964,13.043
IPSL-CM6A-LR,historical,1965,13.1068
IPSL-CM6A-LR,historical,1966,13.2459
IPSL-CM6A-LR,historical,1967,13.1486
IPSL-CM6A-LR,historical,1968,13.1418
IPSL-CM6A-LR,historical,1969,13.483
IPSL-CM6A-LR,historical,1970,13.2654
IPSL-CM6A-LR,historical,1971,12.9602
IPSL-CM6A-LR,historical,1972,12.9754
IPSL-CM6A-LR,historical,1973,13.2525
IPSL-CM6A-LR,historical,1974,13.5252
IPSL-CM6A-LR,historical,1975,13.3549
IPSL-CM6A-LR,historical,1976,13.2867
IPSL-CM6A-LR,historical,1977,13.1668
IPSL-CM6A-LR,historical,1978,13.3789
IPSL-CM6A-LR,historical,1979,13.2509
IPSL-CM6A-LR,historical,1980,13.5065
IPSL-CM6A-LR,historical,1981,13.3879
IPSL-CM6A-LR,historical,1982,13.3619
IPSL-CM6A-LR,historical,1983,13.2143
IPSL-CM6A-LR,historical,1984,13.3312
IPSL-CM6A-LR,historical,1985,13.6283
IPSL-CM6A-LR,historical,1986,13.6847
IPSL-CM6A-LR,historical,1987,13.6168
IPSL-CM6A-LR,historical,1988,13.4819
IPSL-CM6A-LR,historical,1989,13.4922
IPSL-CM6A-LR,historical,1990,13.5274
IPSL-CM6A-LR,historical,1991,13.5254
IPSL-CM6A-LR,historical,1992,13.5093
IPSL-CM6A-LR,historical,1993,13.494
IPSL-CM6A-LR,historical,1994,13.3739
IPSL-CM6A-LR,historical,1995,13.4336
IPSL-CM6A-LR,historical,1996,13.7328
IPSL-CM6A-LR,historical,1997,13.7813
IPSL-CM6A-LR,historical,1998,13.7714
IPSL-CM6A-LR,historical,1999,13.669
IPSL-CM6A-LR,historical,2000,13.7588
IPSL-CM6A-LR,historical,2001,13.9355
IPSL-CM6A-LR,historical,2002,13.8592
IPSL-CM6A-LR,historical,2003,13.9516
IPSL-CM6A-LR,historical,2004,14.0891
IPSL-CM6A-LR,historical,2005,13.7979
IPSL-CM6A-LR,historical,2006,14.0328
IPSL-CM6A-LR,historical,2007,14.0575
IPSL-CM6A-LR,historical,2008,13.9836
IPSL-CM6A-LR,historical,2009,13.995
IPSL-CM6A-LR,historical,2010,13.8909
IPSL-CM6A-LR,historical,2011,13.9941
IPSL-CM6A-LR,historical,2012,13.9076
IPSL-CM6A-LR,historical,2013,14.0116
IPSL-CM6A-LR,historical,2014,14.1309
IPSL-CM6A-LR,ssp126,2015,14.0385
IPSL-CM6A-LR,ssp126,2016,13.859
IPSL-CM6A-LR,ssp126,2017,13.8256
IPSL-CM6A-LR,ssp126,2018,14.2052
IPSL-CM6A-LR,ssp126,2019,14.195
IPSL-CM6A-LR,ssp126,2020,14.1638
IPSL-CM6A-LR,ssp126,2021,14.1984
IPSL-CM6A-LR,ssp126,2022,14.4736
IPSL-CM6A-LR,ssp126,2023,14.4539
IPSL-CM6A-LR,ssp126,2024,14.2801
IPSL-CM6A-LR,ssp126,2025,14.212
IPSL-CM6A-LR,ssp126,2026,14.4066
IPSL-CM6A-LR,ssp126,2027,14.2845
IPSL-CM6A-LR,ssp126,2028,14.2264
IPSL-CM6A-LR,ssp126,2029,14.5388
IPSL-CM6A-LR,ssp126,2030,14.7364
IPSL-CM6A-LR,ssp126,2031,14.6798
IPSL-CM6A-LR,ssp126,2032,14.5607
IPSL-CM6A-LR,ssp126,2033,14.6645
IPSL-CM6A-LR,ssp126,2034,14.8663
IPSL-CM6A-LR,ssp126,2035,14.8178
IPSL-CM6A-LR,ssp126,2036,14.8396
IPSL-CM6A-LR,ssp126,2037,15.0913
IPSL-CM6A-LR,ssp126,2038,14.9018
IPSL-CM6A-LR,ssp126,2039,14.8029
IPSL-CM6A-LR,ssp126,2040,14.9769
IPSL-CM6A-LR,ssp126,2041,14.9849
IPSL-CM6A-LR,ssp126,2042,14.8677
IPSL-CM6A-LR,ssp126,2043,15.0287
IPSL-CM6A-LR,ssp126,2044,15.0851
IPSL-CM6A-LR,ssp126,2045,15.1807
IPSL-CM6A-LR,ssp126,2046,15.0041
IPSL-CM6A-LR,ssp126,2047,14.9
IPSL-CM6A-LR,ssp126,2048,14.9479
IPSL-CM6A-LR,ssp126,2049,15.0257
IPSL-CM6A-LR,ssp126,2050,15.1807
IPSL-CM6A-LR,ssp126,2051,15.3166
IPSL-CM6A-LR,ssp126,2052,15.1809
IPSL-CM6A-LR,ssp126,2053,15.1506
IPSL-CM6A-LR,ssp126,2054,15.194
IPSL-CM6A-LR,ssp126,2055,15.151
IPSL-CM6A-LR,ssp126,2056,15.3138
IPSL-CM6A-LR,ssp126,2057,15.3516
IPSL-CM6A-LR,ssp126,2058,15.2524
IPSL-CM6A-LR,ssp126,2059,15.2981
IPSL-CM6A-LR,ssp126,2060,15.157
IPSL-CM6A-LR,ssp126,2061,15.2931
IPSL-CM6A-LR,ssp126,2062,15.6156
IPSL-CM6A-LR,ssp126,2063,15.3188
IPSL-CM6A-LR,ssp126,2064,15.2749
IPSL-CM6A-LR,ssp126,2065,15.1667
IPSL-CM6A-LR,ssp126,2066,15.1647
IPSL-CM6A-LR,ssp126,2067,15.0308
IPSL-CM6A-LR,ssp126,2068,15.1546
IPSL-CM6A-LR,ssp126,2069,15.403
IPSL-CM6A-LR,ssp126,2070,15.3628
IPSL-CM6A-LR,ssp126,2071,15.1172
IPSL-CM6A-LR,ssp126,2072,15.1691
IPSL-CM6A-LR,ssp126,2073,15.3213
IPSL-CM6A-LR,ssp126,2074,15.2307
IPSL-CM6A-LR,ssp126,2075,15.0822
IPSL-CM6A-LR,ssp126,2076,14.9544
IPSL-CM6A-LR,ssp126,2077,15.203
IPSL-CM6A-LR,ssp126,2078,15.2905
IPSL-CM6A-LR,ssp126,2079,15.2797
IPSL-CM6A-LR,ssp126,2080,15.1654
IPSL-CM6A-LR,ssp126,2081,15.1166
IPSL-CM6A-LR,ssp126,2082,15.1762
IPSL-CM6A-LR,ssp126,2083,15.0779
IPSL-CM6A-LR,ssp126,2084,15.1798
IPSL-CM6A-LR,ssp126,2085,15.2298
IPSL-CM6A-LR,ssp126,2086,15.0903
IPSL-CM6A-LR,ssp126,2087,15.3441
IPSL-CM6A-LR,ssp126,2088,15.3006
IPSL-CM6A-LR,ssp126,2089,15.0322
IPSL-CM6A-LR,ssp126,2090,15.0488
IPSL-CM6A-LR,ssp126,2091,15.2266
IPSL-CM6A-LR,ssp126,2092,15.0166
IPSL-CM6A-LR,ssp126,2093,15.1408
IPSL-CM6A-LR,ssp126,2094,15.3087
IPSL-CM6A-LR,ssp126,2095,15.1687
IPSL-CM6A-LR,ssp126,2096,15.2968
IPSL-CM6A-LR,ssp126,2097,15.1967
IPSL-CM6A-LR,ssp126,2098,14.8805
IPSL-CM6A-LR,ssp126,2099,15.1741
IPSL-CM6A-LR,ssp126,2100,15.154
IPSL-CM6A-LR,ssp245,2015,14.1048
IPSL-CM6A-LR,ssp245,2016,14.3173
IPSL-CM6A-LR,ssp245,2017,14.1937
IPSL-CM6A-LR,ssp245,2018,14.2479
IPSL-CM6A-LR,ssp245,2019,14.5251
IPSL-CM6A-LR,ssp245,2020,14.3591
IPSL-CM6A-LR,ssp245,2021,14.2349
IPSL-CM6A-LR,ssp245,2022,14.3897
IPSL-CM6A-LR,ssp245,2023,14.4241
IPSL-CM6A-LR,ssp245,2024,14.4612
IPSL-CM6A-LR,ssp245,2025,14.5103
IPSL-CM6A-LR,ssp245,2026,14.4253
IPSL-CM6A-LR,ssp245,2027,14.3387
IPSL-CM6A-LR,ssp245,2028,14.4172
IPSL-CM6A-LR,ssp245,2029,14.4423
IPSL-CM6A-LR,ssp245,2030,14.4828
IPSL-CM6A-LR,ssp245,2031,14.4304
IPSL-CM6A-LR,ssp245,2032,14.5151
IPSL-CM6A-LR,ssp245,2033,14.8176
IPSL-CM6A-LR,ssp245,2034,14.7256
IPSL-CM6A-LR,ssp245,2035,14.7074
IPSL-CM6A-LR,ssp245,2036,14.8033
IPSL-CM6A-LR,ssp245,2037,14.8389
IPSL-CM6A-LR,ssp245,2038,14.9573
IPSL-CM6A-LR,ssp245,2039,14.9965
IPSL-CM6A-LR,ssp245,2040,15.022
IPSL-CM6A-LR,ssp245,2041,15.0099
IPSL-CM6A-LR,ssp245,2042,14.8825
IPSL-CM6A-LR,ssp245,2043,14.9495
IPSL-CM6A-LR,ssp245,2044,14.9848
IPSL-CM6A-LR,ssp245,2045,15.0299
IPSL-CM6A-LR,ssp245,2046,14.9053
IPSL-CM6A-LR,ssp245,2047,15.0474
IPSL-CM6A-LR,ssp245,2048,15.3935
IPSL-CM6A-LR,ssp245,2049,15.3719
IPSL-CM6A-LR,ssp245,2050,15.1958
IPSL-CM6A-LR,ssp245,2051,15.3385
IPSL-CM6A-LR,ssp245,2052,15.4886
IPSL-CM6A-LR,ssp245,2053,15.3677
IPSL-CM6A-LR,ssp245,2054,15.3322
IPSL-CM6A-LR,ssp245,2055,15.318
IPSL-CM6A-LR,ssp245,2056,15.6183
IPSL-CM6A-LR,ssp245,2057,15.8805
IPSL-CM6A-LR,ssp245,2058,15.9756
IPSL-CM6A-LR,ssp245,2059,15.4897
IPSL-CM6A-LR,ssp245,2060,15.6806
IPSL-CM6A-LR,ssp245,2061,15.8722
IPSL-CM6A-LR,ssp245,2062,15.8216
IPSL-CM6A-LR,ssp245,2063,15.7304
IPSL-CM6A-LR,ssp245,2064,15.933
IPSL-CM6A-LR,ssp245,2065,15.9894
IPSL-CM6A-LR,ssp245,2066,15.7568
IPSL-CM6A-LR,ssp245,2067,15.6912
IPSL-CM6A-LR,ssp245,2068,15.813
IPSL-CM6A-LR,ssp245,2069,15.944
IPSL-CM6A-LR,ssp245,2070,16.0108
IPSL-CM6A-LR,ssp245,2071,16.0474
IPSL-CM6A-LR,ssp245,2072,15.9684
IPSL-CM6A-LR,ssp245,2073,15.9309
IPSL-CM6A-LR,ssp245,2074,15.9674
IPSL-CM6A-LR,ssp245,2075,16.2345
IPSL-CM6A-LR,ssp245,2076,16.2495
IPSL-CM6A-LR,ssp245,2077,16.3406
IPSL-CM6A-LR,ssp245,2078,16.2651
IPSL-CM6A-LR,ssp245,2079,16.097
IPSL-CM6A-LR,ssp245,2080,16.0973
IPSL-CM6A-LR,ssp245,2081,16.2675
IPSL-CM6A-LR,ssp245,2082,16.2
IPSL-CM6A-LR,ssp245,2083,16.1638
IPSL-CM6A-LR,ssp245,2084,16.4098
IPSL-CM6A-LR,ssp245,2085,16.3791
IPSL-CM6A-LR,ssp245,2086,16.1891
IPSL-CM6A-LR,ssp245,2087,16.3218
IPSL-CM6A-LR,ssp245,2088,16.6583
IPSL-CM6A-LR,ssp245,2089,16.6176
IPSL-CM6A-LR,ssp245,2090,16.4215
IPSL-CM6A-LR,ssp245,2091,16.494
IPSL-CM6A-LR,ssp245,2092,16.402
IPSL-CM6A-LR,ssp245,2093,16.3458
IPSL-CM6A-LR,ssp245,2094,16.441
IPSL-CM6A-LR,ssp245,2095,16.4924
IPSL-CM6A-LR,ssp245,2096,16.7347
IPSL-CM6A-LR,ssp245,2097,16.3595
IPSL-CM6A-LR,ssp245,2098,16.4649
IPSL-CM6A-LR,ssp245,2099,16.5712
IPSL-CM6A-LR,ssp245,2100,16.6181
IPSL-CM6A-LR,ssp585,2015,14.0286
IPSL-CM6A-LR,ssp585,2016,14.0109
IPSL-CM6A-LR,ssp585,2017,13.9391
IPSL-CM6A-LR,ssp585,2018,13.9268
IPSL-CM6A-LR,ssp585,2019,14.1858
IPSL-CM6A-LR,ssp585,2020,14.2718
IPSL-CM6A-LR,ssp585,2021,14.2591
IPSL-CM6A-LR,ssp585,2022,14.4217
IPSL-CM6A-LR,ssp585,2023,14.5083
IPSL-CM6A-LR,ssp585,2024,14.5555
IPSL-CM6A-LR,ssp585,2025,14.45
IPSL-CM6A-LR,ssp585,2026,14.4938
IPSL-CM6A-LR,ssp585,2027,14.5964
IPSL-CM6A-LR,ssp585,2028,14.6209
IPSL-CM6A-LR,ssp585,2029,14.7143
IPSL-CM6A-LR,ssp585,2030,14.921
IPSL-CM6A-LR,ssp585,2031,14.9618
IPSL-CM6A-LR,ssp585,2032,15.051
IPSL-CM6A-LR,ssp585,2033,14.9905
IPSL-CM6A-LR,ssp585,2034,14.8571
IPSL-CM6A-LR,ssp585,2035,15.1579
IPSL-CM6A-LR,ssp585,2036,15.0181
IPSL-CM6A-LR,ssp585,2037,14.999
IPSL-CM6A-LR,ssp585,2038,15.1171
IPSL-CM6A-LR,ssp585,2039,15.1053
IPSL-CM6A-LR,ssp585,2040,15.4801
IPSL-CM6A-LR,ssp585,2041,15.5647
IPSL-CM6A-LR,ssp585,2042,15.4473
IPSL-CM6A-LR,ssp585,2043,15.8137
IPSL-CM6A-LR,ssp585,2044,15.69
IPSL-CM6A-LR,ssp585,2045,15.4419
IPSL-CM6A-LR,ssp585,2046,15.5861
IPSL-CM6A-LR,ssp585,2047,15.7072
IPSL-CM6A-LR,ssp585,2048,15.7389
IPSL-CM6A-LR,ssp585,2049,15.8839
IPSL-CM6A-LR,ssp585,2050,15.9065
IPSL-CM6A-LR,ssp585,2051,15.7479
IPSL-CM6A-LR,ssp585,2052,15.8472
IPSL-CM6A-LR,ssp585,2053,16.0748
IPSL-CM6A-LR,ssp585,2054,16.0253
IPSL-CM6A-LR,ssp585,2055,15.9665
IPSL-CM6A-LR,ssp585,2056,16.1569
IPSL-CM6A-LR,ssp585,2057,16.4327
IPSL-CM6A-LR,ssp585,2058,16.5424
IPSL-CM6A-LR,ssp585,2059,16.4764
IPSL-CM6A-LR,ssp585,2060,16.4727
IPSL-CM6A-LR,ssp585,2061,16.6523
IPSL-CM6A-LR,ssp585,2062,16.504
IPSL-CM6A-LR,ssp585,2063,16.6712
IPSL-CM6A-LR,ssp585,2064,16.7731
IPSL-CM6A-LR,ssp585,2065,16.5469
IPSL-CM6A-LR,ssp585,2066,16.629
IPSL-CM6A-LR,ssp585,2067,16.9381
IPSL-CM6A-LR,ssp585,2068,16.8245
IPSL-CM6A-LR,ssp585,2069,16.9057
IPSL-CM6A-LR,ssp585,2070,16.9641
IPSL-CM6A-LR,ssp585,2071,17.0894
IPSL-CM6A-LR,ssp585,2072,17.3839
IPSL-CM6A-LR,ssp585,2073,17.5994
IPSL-CM6A-LR,ssp585,2074,17.8383
IPSL-CM6A-LR,ssp585,2075,17.6213
IPSL-CM6A-LR,ssp585,2076,17.485
IPSL-CM6A-LR,ssp585,2077,17.7719
IPSL-CM6A-LR,ssp585,2078,17.6519
IPSL-CM6A-LR,ssp585,2079,17.9369
IPSL-CM6A-LR,ssp585,2080,18.0429
IPSL-CM6A-LR,ssp585,2081,18.0749
IPSL-CM6A-LR,ssp585,2082,18.2129
IPSL-CM6A-LR,ssp585,2083,18.1536
IPSL-CM6A-LR,ssp585,2084,18.3722
IPSL-CM6A-LR,ssp585,2085,18.4582
IPSL-CM6A-LR,ssp585,2086,18.5619
IPSL-CM6A-LR,ssp585,2087,18.7152
IPSL-CM6A-LR,ssp585,2088,18.6376
IPSL-CM6A-LR,ssp585,2089,18.7454
IPSL-CM6A-LR,ssp585,2090,18.8445
IPSL-CM6A-LR,ssp585,2091,19.0885
IPSL-CM6A-LR,ssp585,2092,19.2318
IPSL-CM6A-LR,ssp585,2093,19.1285
IPSL-CM6A-LR,ssp585,2094,19.1189
IPSL-CM6A-LR,ssp585,2095,19.2128
IPSL-CM6A-LR,ssp585,2096,19.4736
IPSL-CM6A-LR,ssp585,2097,19.5086
IPSL-CM6A-LR,ssp585,2098,19.3812
IPSL-CM6A-LR,ssp585,2099,19.4481
IPSL-CM6A-LR,ssp585,2100,19.7109
ACCESS-CM2,historical,1850,13.8575
ACCESS-CM2,historical,1851,13.867
ACCESS-CM2,historical,1852,14.0245
ACCESS-CM2,historical,1853,13.9209
ACCESS-CM2,historical,1854,13.9912
ACCESS-CM2,historical,1855,13.7622
ACCESS-CM2,historical,1856,13.7912
ACCESS-CM2,historical,1857,13.8515
ACCESS-CM2,historical,1858,13.7679
ACCESS-CM2,historical,1859,13.8793
ACCESS-CM2,historical,1860,13.8465
ACCESS-CM2,historical,1861,13.726
ACCESS-CM2,historical,1862,13.7132
ACCESS-CM2,historical,1863,13.6253
ACCESS-CM2,historical,1864,13.7341
ACCESS-CM2,historical,1865,13.6687
ACCESS-CM2,historical,1866,13.6921
ACCESS-CM2,historical,1867,13.7932
ACCESS-CM2,historical,1868,13.6476
ACCESS-CM2,historical,1869,13.7047
ACCESS-CM2,historical,1870,13.7694
ACCESS-CM2,historical,1871,13.8204
ACCESS-CM2,historical,1872,13.9448
ACCESS-CM2,historical,1873,13.6631
ACCESS-CM2,historical,1874,13.8576
ACCESS-CM2,historical,1875,13.8143
ACCESS-CM2,historical,1876,13.768
ACCESS-CM2,historical,1877,13.8704
ACCESS-CM2,historical,1878,13.8155
ACCESS-CM2,historical,1879,13.7724
