city,lat,lon,scenario,year,tas_mean_C,tas_p10_C,tas_p90_C,pr_mean_mmday,n_models
Anchorage,61.22,-149.9,ssp245,2084,3.019,0.849,4.638,5.242,7.0
Anchorage,61.22,-149.9,ssp245,2085,2.982,-0.335,5.406,5.065,7.0
Anchorage,61.22,-149.9,ssp245,2086,2.786,0.66,4.953,5.263,7.0
Anchorage,61.22,-149.9,ssp245,2087,2.522,-1.029,4.545,4.647,7.0
Anchorage,61.22,-149.9,ssp245,2088,2.948,0.751,4.514,4.722,7.0
Anchorage,61.22,-149.9,ssp245,2089,3.936,1.743,5.532,5.371,7.0
Anchorage,61.22,-149.9,ssp245,2090,3.756,1.643,5.591,5.475,7.0
Anchorage,61.22,-149.9,ssp245,2091,2.677,-0.781,5.305,5.0,7.0
Anchorage,61.22,-149.9,ssp245,2092,2.993,-0.129,5.169,4.982,7.0
Anchorage,61.22,-149.9,ssp245,2093,3.253,0.257,5.392,4.494,7.0
Anchorage,61.22,-149.9,ssp245,2094,2.751,0.13,4.469,5.157,7.0
Anchorage,61.22,-149.9,ssp245,2095,3.364,0.192,4.868,5.019,7.0
Anchorage,61.22,-149.9,ssp245,2096,2.811,-0.377,4.845,5.051,7.0
Anchorage,61.22,-149.9,ssp245,2097,3.067,0.964,5.091,5.045,7.0
Anchorage,61.22,-149.9,ssp245,2098,3.012,0.214,4.61,4.988,7.0
Anchorage,61.22,-149.9,ssp245,2099,3.231,0.146,5.552,4.766,7.0
Anchorage,61.22,-149.9,ssp245,2100,3.351,-0.026,6.159,5.059,7.0
Anchorage,61.22,-149.9,ssp585,2015,-0.809,-2.036,0.365,3.791,8.0
Anchorage,61.22,-149.9,ssp585,2016,-1.137,-3.042,0.79,4.145,8.0
Anchorage,61.22,-149.9,ssp585,2017,-1.108,-3.841,1.609,3.984,8.0
Anchorage,61.22,-149.9,ssp585,2018,0.055,-2.411,3.048,4.149,8.0
Anchorage,61.22,-149.9,ssp585,2019,0.876,-0.995,2.975,4.375,8.0
Anchorage,61.22,-149.9,ssp585,2020,0.278,-3.305,2.865,4.308,8.0
Anchorage,61.22,-149.9,ssp585,2021,0.0,-2.381,1.417,4.098,8.0
Anchorage,61.22,-149.9,ssp585,2022,-0.175,-2.643,1.56,4.238,8.0
Anchorage,61.22,-149.9,ssp585,2023,-0.009,-2.941,2.59,4.26,8.0
Anchorage,61.22,-149.9,ssp585,2024,0.078,-3.161,3.004,4.123,8.0
Anchorage,61.22,-149.9,ssp585,2025,-0.066,-2.31,2.362,4.398,8.0
Anchorage,61.22,-149.9,ssp585,2026,0.909,-1.174,4.149,4.066,8.0
Anchorage,61.22,-149.9,ssp585,2027,1.767,-0.012,4.096,4.443,8.0
Anchorage,61.22,-149.9,ssp585,2028,1.232,-0.521,2.701,4.308,8.0
Anchorage,61.22,-149.9,ssp585,2029,0.717,-0.96,3.305,4.264,8.0
Anchorage,61.22,-149.9,ssp585,2030,0.314,-2.062,2.586,4.121,8.0
Anchorage,61.22,-149.9,ssp585,2031,1.255,-0.528,3.32,4.245,8.0
Anchorage,61.22,-149.9,ssp585,2032,0.707,-1.22,3.151,4.418,8.0
Anchorage,61.22,-149.9,ssp585,2033,0.715,-1.265,2.345,4.478,8.0
Anchorage,61.22,-149.9,ssp585,2034,0.33,-1.607,1.933,4.117,8.0
Anchorage,61.22,-149.9,ssp585,2035,0.897,-2.327,3.234,4.741,8.0
Anchorage,61.22,-149.9,ssp585,2036,1.406,-0.902,3.875,4.657,8.0
Anchorage,61.22,-149.9,ssp585,2037,1.833,0.302,4.832,4.444,8.0
Anchorage,61.22,-149.9,ssp585,2038,0.772,-1.348,2.525,4.511,8.0
Anchorage,61.22,-149.9,ssp585,2039,0.691,-1.088,2.48,4.414,8.0
Anchorage,61.22,-149.9,ssp585,2040,1.395,-1.292,4.05,4.65,8.0
Anchorage,61.22,-149.9,ssp585,2041,1.85,-1.121,4.529,4.646,8.0
Anchorage,61.22,-149.9,ssp585,2042,1.139,-1.737,3.593,4.205,8.0
Anchorage,61.22,-149.9,ssp585,2043,1.513,-0.815,3.106,4.792,8.0
Anchorage,61.22,-149.9,ssp585,2044,1.922,-0.835,4.041,4.35,8.0
Anchorage,61.22,-149.9,ssp585,2045,1.744,-0.818,4.148,4.746,8.0
Anchorage,61.22,-149.9,ssp585,2046,1.597,-0.679,4.424,4.558,8.0
Anchorage,61.22,-149.9,ssp585,2047,1.693,-2.165,4.583,4.306,8.0
Anchorage,61.22,-149.9,ssp585,2048,2.472,-0.257,5.12,4.963,8.0
Anchorage,61.22,-149.9,ssp585,2049,2.708,-0.62,6.15,4.59,8.0
Anchorage,61.22,-149.9,ssp585,2050,2.448,0.388,4.396,4.387,8.0
Anchorage,61.22,-149.9,ssp585,2051,1.955,-1.037,4.237,4.434,8.0
Anchorage,61.22,-149.9,ssp585,2052,3.033,-1.124,5.533,4.844,8.0
Anchorage,61.22,-149.9,ssp585,2053,2.68,-0.259,5.108,4.569,8.0
Anchorage,61.22,-149.9,ssp585,2054,2.584,-1.412,5.002,4.522,8.0
Anchorage,61.22,-149.9,ssp585,2055,2.729,0.045,4.991,4.922,8.0
Anchorage,61.22,-149.9,ssp585,2056,3.254,0.166,5.642,4.97,8.0
Anchorage,61.22,-149.9,ssp585,2057,2.877,-0.215,4.641,4.404,8.0
Anchorage,61.22,-149.9,ssp585,2058,3.03,-0.945,5.327,4.848,8.0
Anchorage,61.22,-149.9,ssp585,2059,3.431,0.119,5.359,4.999,8.0
Anchorage,61.22,-149.9,ssp585,2060,2.796,-0.133,4.609,4.842,8.0
Anchorage,61.22,-149.9,ssp585,2061,3.729,1.573,5.73,4.591,8.0
Anchorage,61.22,-149.9,ssp585,2062,3.645,-0.442,7.251,4.896,8.0
Anchorage,61.22,-149.9,ssp585,2063,3.571,-0.085,6.715,5.095,8.0
Anchorage,61.22,-149.9,ssp585,2064,3.593,0.196,5.578,4.889,8.0
Anchorage,61.22,-149.9,ssp585,2065,3.453,1.159,5.575,4.851,8.0
Anchorage,61.22,-149.9,ssp585,2066,4.063,-0.017,6.763,5.304,8.0
Anchorage,61.22,-149.9,ssp585,2067,4.257,1.819,6.401,4.877,8.0
Anchorage,61.22,-149.9,ssp585,2068,3.666,0.603,6.345,4.973,8.0
Anchorage,61.22,-149.9,ssp585,2069,3.71,1.386,5.939,5.058,8.0
Anchorage,61.22,-149.9,ssp585,2070,4.504,1.198,6.938,5.135,8.0
Anchorage,61.22,-149.9,ssp585,2071,4.632,2.057,6.681,5.363,8.0
Anchorage,61.22,-149.9,ssp585,2072,4.509,0.608,6.881,5.025,8.0
Anchorage,61.22,-149.9,ssp585,2073,4.743,1.354,7.115,5.39,8.0
Anchorage,61.22,-149.9,ssp585,2074,4.333,0.679,6.521,5.424,8.0
Anchorage,61.22,-149.9,ssp585,2075,4.77,1.679,8.079,5.101,8.0
Anchorage,61.22,-149.9,ssp585,2076,4.253,-0.125,7.209,5.037,8.0
Anchorage,61.22,-149.9,ssp585,2077,5.123,1.295,7.857,5.216,8.0
Anchorage,61.22,-149.9,ssp585,2078,4.906,1.078,7.439,5.021,8.0
Anchorage,61.22,-149.9,ssp585,2079,5.844,3.357,7.857,5.016,8.0
Anchorage,61.22,-149.9,ssp585,2080,4.964,2.178,7.005,5.141,8.0
Anchorage,61.22,-149.9,ssp585,2081,5.172,1.58,7.367,5.343,8.0
Anchorage,61.22,-149.9,ssp585,2082,5.353,2.604,8.382,5.162,8.0
Anchorage,61.22,-149.9,ssp585,2083,5.248,1.474,8.051,5.036,8.0
Anchorage,61.22,-149.9,ssp585,2084,5.248,1.507,8.033,5.425,8.0
Anchorage,61.22,-149.9,ssp585,2085,5.2,1.393,7.784,5.25,8.0
Anchorage,61.22,-149.9,ssp585,2086,6.051,3.529,7.984,5.127,8.0
Anchorage,61.22,-149.9,ssp585,2087,6.287,3.153,8.727,5.346,8.0
Anchorage,61.22,-149.9,ssp585,2088,5.574,1.535,7.865,5.572,8.0
Anchorage,61.22,-149.9,ssp585,2089,6.065,2.217,8.516,5.343,8.0
Anchorage,61.22,-149.9,ssp585,2090,6.166,1.358,9.54,5.575,8.0
Anchorage,61.22,-149.9,ssp585,2091,6.604,2.553,9.851,5.381,8.0
Anchorage,61.22,-149.9,ssp585,2092,6.645,3.24,9.033,6.004,8.0
Anchorage,61.22,-149.9,ssp585,2093,5.813,3.739,7.456,5.089,8.0
Anchorage,61.22,-149.9,ssp585,2094,6.44,3.684,8.818,5.502,8.0
Anchorage,61.22,-149.9,ssp585,2095,6.317,1.593,9.803,5.61,8.0
Anchorage,61.22,-149.9,ssp585,2096,6.151,2.134,8.355,5.26,8.0
Anchorage,61.22,-149.9,ssp585,2097,5.699,1.796,8.445,5.552,8.0
Anchorage,61.22,-149.9,ssp585,2098,6.679,3.47,8.935,5.775,8.0
Anchorage,61.22,-149.9,ssp585,2099,7.458,4.665,9.073,5.609,8.0
Anchorage,61.22,-149.9,ssp585,2100,7.284,3.495,9.701,5.89,8.0
Bangkok,13.76,100.5,historical,1850,25.421,24.449,26.495,5.324,8.0
Bangkok,13.76,100.5,historical,1851,25.462,24.119,26.496,5.395,8.0
Bangkok,13.76,100.5,historical,1852,25.787,24.856,26.684,4.811,8.0
Bangkok,13.76,100.5,historical,1853,25.742,24.953,26.327,5.197,8.0
Bangkok,13.76,100.5,historical,1854,25.662,24.818,26.52,4.855,8.0
Bangkok,13.76,100.5,historical,1855,25.447,24.283,26.33,5.34,8.0
Bangkok,13.76,100.5,historical,1856,25.62,24.025,26.538,5.323,8.0
Bangkok,13.76,100.5,historical,1857,25.618,24.537,26.795,5.342,8.0
Bangkok,13.76,100.5,historical,1858,25.689,24.447,26.534,5.316,8.0
Bangkok,13.76,100.5,historical,1859,25.523,24.505,26.334,4.98,8.0
Bangkok,13.76,100.5,historical,1860,25.412,24.367,26.24,4.979,8.0
Bangkok,13.76,100.5,historical,1861,25.456,24.259,26.266,5.268,8.0
Bangkok,13.76,100.5,historical,1862,25.361,23.965,26.319,5.083,8.0
Bangkok,13.76,100.5,historical,1863,25.33,24.195,26.418,5.119,8.0
Bangkok,13.76,100.5,historical,1864,25.5,24.428,26.524,5.082,8.0
Bangkok,13.76,100.5,historical,1865,25.66,24.552,26.639,5.252,8.0
Bangkok,13.76,100.5,historical,1866,25.377,24.452,26.168,5.541,8.0
Bangkok,13.76,100.5,historical,1867,25.696,25.049,26.311,4.99,8.0
Bangkok,13.76,100.5,historical,1868,25.585,24.759,26.596,5.266,8.0
Bangkok,13.76,100.5,historical,1869,25.656,24.499,26.632,5.349,8.0
Bangkok,13.76,100.5,historical,1870,25.664,24.468,26.732,5.019,8.0
Bangkok,13.76,100.5,historical,1871,25.533,24.599,26.404,5.382,8.0
Bangkok,13.76,100.5,historical,1872,25.79,24.836,26.809,5.154,8.0
Bangkok,13.76,100.5,historical,1873,25.688,24.917,26.515,4.933,8.0
Bangkok,13.76,100.5,historical,1874,25.776,24.427,26.724,5.248,8.0
Bangkok,13.76,100.5,historical,1875,25.589,24.242,27.048,4.787,8.0
Bangkok,13.76,100.5,historical,1876,25.549,24.794,26.266,5.311,8.0
Bangkok,13.76,100.5,historical,1877,25.533,24.975,25.967,5.161,8.0
Bangkok,13.76,100.5,historical,1878,25.34,24.603,26.079,5.119,8.0
Bangkok,13.76,100.5,historical,1879,25.359,24.459,26.109,5.191,8.0
Bangkok,13.76,100.5,historical,1880,25.616,24.633,26.406,5.314,8.0
Bangkok,13.76,100.5,historical,1881,25.481,24.469,26.136,4.948,8.0
Bangkok,13.76,100.5,historical,1882,25.593,24.493,26.432,5.039,8.0
Bangkok,13.76,100.5,historical,1883,25.509,24.601,26.215,5.394,8.0
Bangkok,13.76,100.5,historical,1884,25.069,24.508,25.885,4.76,8.0
Bangkok,13.76,100.5,historical,1885,25.371,24.743,26.163,5.248,8.0
Bangkok,13.76,100.5,historical,1886,25.096,23.785,26.087,5.565,8.0
Bangkok,13.76,100.5,historical,1887,25.106,23.335,26.159,5.171,8.0
Bangkok,13.76,100.5,historical,1888,25.547,24.475,26.159,5.201,8.0
Bangkok,13.76,100.5,historical,1889,25.534,24.651,26.078,4.937,8.0
Bangkok,13.76,100.5,historical,1890,25.617,24.502,26.499,4.99,8.0
Bangkok,13.76,100.5,historical,1891,25.545,24.323,26.373,5.217,8.0
Bangkok,13.76,100.5,historical,1892,25.389,23.738,26.405,5.148,8.0
Bangkok,13.76,100.5,historical,1893,25.884,24.718,26.831,5.146,8.0
Bangkok,13.76,100.5,historical,1894,25.726,24.605,26.577,5.249,8.0
Bangkok,13.76,100.5,historical,1895,25.446,24.767,26.205,5.204,8.0
Bangkok,13.76,100.5,historical,1896,25.465,24.684,26.229,5.084,8.0
Bangkok,13.76,100.5,historical,1897,25.558,24.559,26.309,5.086,8.0
Bangkok,13.76,100.5,historical,1898,25.625,24.365,26.463,5.465,8.0
Bangkok,13.76,100.5,historical,1899,25.494,24.782,26.266,5.158,8.0
Bangkok,13.76,100.5,historical,1900,25.597,25.148,25.984,5.33,8.0
Bangkok,13.76,100.5,historical,1901,25.699,24.866,26.188,4.78,8.0
Bangkok,13.76,100.5,historical,1902,25.479,24.706,26.391,5.041,8.0
Bangkok,13.76,100.5,historical,1903,25.48,24.705,26.741,5.186,8.0
Bangkok,13.76,100.5,historical,1904,25.78,25.086,26.676,4.94,8.0
Bangkok,13.76,100.5,historical,1905,25.507,24.809,26.274,5.188,8.0
Bangkok,13.76,100.5,historical,1906,25.554,24.254,26.472,5.242,8.0
Bangkok,13.76,100.5,historical,1907,25.438,24.507,26.454,5.305,8.0
Bangkok,13.76,100.5,historical,1908,25.578,24.533,26.471,5.247,8.0
Bangkok,13.76,100.5,historical,1909,25.397,24.743,26.229,5.035,8.0
Bangkok,13.76,100.5,historical,1910,25.674,24.923,26.374,5.106,8.0
Bangkok,13.76,100.5,historical,1911,25.79,25.098,26.439,5.543,8.0
Bangkok,13.76,100.5,historical,1912,25.54,24.337,26.687,5.529,8.0
Bangkok,13.76,100.5,historical,1913,25.683,24.709,26.641,5.1,8.0
Bangkok,13.76,100.5,historical,1914,25.678,25.02,26.236,5.139,8.0
Bangkok,13.76,100.5,historical,1915,25.513,24.907,26.062,5.317,8.0
Bangkok,13.76,100.5,historical,1916,25.37,24.203,26.358,5.153,8.0
Bangkok,13.76,100.5,historical,1917,25.313,24.347,26.15,5.295,8.0
Bangkok,13.76,100.5,historical,1918,25.525,24.311,26.344,5.013,8.0
Bangkok,13.76,100.5,historical,1919,25.718,25.05,26.416,5.569,8.0
Bangkok,13.76,100.5,historical,1920,25.564,24.579,26.399,5.123,8.0
Bangkok,13.76,100.5,historical,1921,25.834,24.714,26.635,5.034,8.0
Bangkok,13.76,100.5,historical,1922,25.735,24.999,26.916,5.039,8.0
Bangkok,13.76,100.5,historical,1923,25.891,25.127,26.748,5.407,8.0
Bangkok,13.76,100.5,historical,1924,25.393,24.488,26.04,5.094,8.0
Bangkok,13.76,100.5,historical,1925,25.6,24.341,26.79,4.93,8.0
Bangkok,13.76,100.5,historical,1926,25.764,24.116,27.155,5.269,8.0
Bangkok,13.76,100.5,historical,1927,25.752,24.855,26.616,5.268,8.0
Bangkok,13.76,100.5,historical,1928,25.807,24.833,26.804,5.238,8.0
Bangkok,13.76,100.5,historical,1929,25.746,24.513,26.754,5.162,8.0
Bangkok,13.76,100.5,historical,1930,25.608,24.847,26.251,5.175,8.0
Bangkok,13.76,100.5,historical,1931,25.424,24.557,26.24,5.28,8.0
Bangkok,13.76,100.5,historical,1932,25.669,25.012,26.171,4.977,8.0
Bangkok,13.76,100.5,historical,1933,25.791,24.999,26.835,5.018,8.0
Bangkok,13.76,100.5,historical,1934,25.845,24.513,26.932,5.146,8.0
Bangkok,13.76,100.5,historical,1935,25.754,24.698,26.636,5.293,8.0
Bangkok,13.76,100.5,historical,1936,25.594,24.607,26.163,5.457,8.0
Bangkok,13.76,100.5,historical,1937,25.471,24.457,26.368,5.202,8.0
Bangkok,13.76,100.5,historical,1938,25.847,24.445,27.091,5.114,8.0
Bangkok,13.76,100.5,historical,1939,26.025,24.82,27.568,4.956,8.0
Bangkok,13.76,100.5,historical,1940,25.739,24.467,26.856,5.382,8.0
Bangkok,13.76,100.5,historical,1941,25.679,24.766,26.609,5.182,8.0
Bangkok,13.76,100.5,historical,1942,25.647,25.136,26.412,5.361,8.0
Bangkok,13.76,100.5,historical,1943,26.167,25.411,27.028,5.26,8.0
Bangkok,13.76,100.5,historical,1944,25.756,24.649,26.826,5.488,8.0
Bangkok,13.76,100.5,historical,1945,25.693,24.225,26.624,4.849,8.0
Bangkok,13.76,100.5,historical,1946,25.644,24.448,26.487,5.469,8.0
Bangkok,13.76,100.5,historical,1947,25.76,25.218,26.356,5.193,8.0
Bangkok,13.76,100.5,historical,1948,25.743,24.957,26.818,5.001,8.0
Bangkok,13.76,100.5,historical,1949,25.794,24.829,26.852,5.269,8.0
Bangkok,13.76,100.5,historical,1950,25.786,25.13,26.422,5.063,8.0
Bangkok,13.76,100.5,historical,1951,25.677,24.695,26.613,5.285,8.0
Bangkok,13.76,100.5,historical,1952,25.777,24.818,26.598,5.21,8.0
Bangkok,13.76,100.5,historical,1953,25.742,24.446,26.735,5.177,8.0
Bangkok,13.76,100.5,historical,1954,25.692,24.687,26.662,5.031,8.0
Bangkok,13.76,100.5,historical,1955,25.697,24.456,26.602,5.123,8.0
Bangkok,13.76,100.5,historical,1956,25.528,24.468,26.349,5.276,8.0
Bangkok,13.76,100.5,historical,1957,25.778,24.871,26.462,5.229,8.0
Bangkok,13.76,100.5,historical,1958,25.863,25.017,26.873,5.401,8.0
Bangkok,13.76,100.5,historical,1959,25.846,24.793,27.103,5.263,8.0
Bangkok,13.76,100.5,historical,1960,25.864,25.068,26.5,5.029,8.0
Bangkok,13.76,100.5,historical,1961,25.841,25.075,26.708,5.305,8.0
Bangkok,13.76,100.5,historical,1962,25.871,24.81,26.974,4.938,8.0
Bangkok,13.76,100.5,historical,1963,25.794,24.792,26.988,5.278,8.0
Bangkok,13.76,100.5,historical,1964,25.725,24.643,26.693,4.698,8.0
Bangkok,13.76,100.5,historical,1965,25.588,25.105,26.094,5.221,8.0
Bangkok,13.76,100.5,historical,1966,25.718,24.96,26.413,5.059,8.0
Bangkok,13.76,100.5,historical,1967,25.736,25.183,26.661,5.197,8.0
Bangkok,13.76,100.5,historical,1968,25.658,24.629,26.878,5.171,8.0
Bangkok,13.76,100.5,historical,1969,25.79,24.216,27.178,5.221,8.0
Bangkok,13.76,100.5,historical,1970,25.787,24.744,26.607,5.003,8.0
Bangkok,13.76,100.5,historical,1971,25.685,24.953,26.437,4.845,8.0
Bangkok,13.76,100.5,historical,1972,25.963,25.093,26.93,4.712,8.0
Bangkok,13.76,100.5,historical,1973,26.016,25.195,26.738,5.27,8.0
Bangkok,13.76,100.5,historical,1974,25.759,24.263,26.789,5.178,8.0
Bangkok,13.76,100.5,historical,1975,25.615,23.752,26.977,5.399,8.0
Bangkok,13.76,100.5,historical,1976,25.722,24.623,26.744,5.004,8.0
Bangkok,13.76,100.5,historical,1977,25.83,24.921,27.071,4.965,8.0
Bangkok,13.76,100.5,historical,1978,26.006,25.196,27.093,4.993,8.0
Bangkok,13.76,100.5,historical,1979,25.993,24.94,26.974,4.936,8.0
Bangkok,13.76,100.5,historical,1980,25.87,25.398,26.362,5.058,8.0
Bangkok,13.76,100.5,historical,1981,25.897,25.08,26.562,4.886,8.0
Bangkok,13.76,100.5,historical,1982,25.813,25.196,26.428,4.974,8.0
Bangkok,13.76,100.5,historical,1983,25.785,24.487,26.774,5.002,8.0
Bangkok,13.76,100.5,historical,1984,25.962,25.012,26.942,5.02,8.0
Bangkok,13.76,100.5,historical,1985,25.919,24.429,27.074,5.033,8.0
Bangkok,13.76,100.5,historical,1986,25.911,24.756,26.816,5.017,8.0
Bangkok,13.76,100.5,historical,1987,25.733,24.509,26.849,5.204,8.0
Bangkok,13.76,100.5,historical,1988,25.793,24.214,26.885,4.801,8.0
Bangkok,13.76,100.5,historical,1989,26.061,25.012,26.906,4.906,8.0
Bangkok,13.76,100.5,historical,1990,26.268,25.229,27.574,4.717,8.0
Bangkok,13.76,100.5,historical,1991,26.137,25.195,27.175,4.817,8.0
Bangkok,13.76,100.5,historical,1992,25.337,23.951,26.297,4.926,8.0
Bangkok,13.76,100.5,historical,1993,25.672,24.32,26.672,4.781,8.0
Bangkok,13.76,100.5,historical,1994,25.898,24.807,26.668,4.527,8.0
Bangkok,13.76,100.5,historical,1995,26.028,25.093,26.961,5.039,8.0
Bangkok,13.76,100.5,historical,1996,25.974,25.105,27.217,5.016,8.0
Bangkok,13.76,100.5,historical,1997,26.008,24.772,27.141,4.985,8.0
Bangkok,13.76,100.5,historical,1998,26.073,25.12,26.964,4.728,8.0
Bangkok,13.76,100.5,historical,1999,26.148,25.29,26.975,4.896,8.0
Bangkok,13.76,100.5,historical,2000,26.094,24.592,27.346,5.134,8.0
Bangkok,13.76,100.5,historical,2001,26.564,25.462,28.133,4.664,8.0
Bangkok,13.76,100.5,historical,2002,26.55,25.202,28.214,4.857,8.0
Bangkok,13.76,100.5,historical,2003,26.48,24.833,27.741,4.996,8.0
Bangkok,13.76,100.5,historical,2004,26.617,25.821,27.47,4.954,8.0
Bangkok,13.76,100.5,historical,2005,26.419,25.284,27.165,5.118,8.0
Bangkok,13.76,100.5,historical,2006,26.478,25.35,27.383,4.661,8.0
Bangkok,13.76,100.5,historical,2007,26.58,25.693,27.405,4.696,8.0
Bangkok,13.76,100.5,historical,2008,26.534,25.462,27.418,5.016,8.0
Bangkok,13.76,100.5,historical,2009,26.534,25.257,28.064,4.793,8.0
Bangkok,13.76,100.5,historical,2010,26.422,25.42,27.316,5.0,8.0
Bangkok,13.76,100.5,historical,2011,26.506,25.451,27.389,4.79,8.0
Bangkok,13.76,100.5,historical,2012,26.486,25.508,27.638,4.997,8.0
Bangkok,13.76,100.5,historical,2013,26.387,25.254,27.834,4.97,8.0
Bangkok,13.76,100.5,historical,2014,26.459,24.629,28.102,4.9,8.0
Bangkok,13.76,100.5,ssp126,2015,26.632,24.991,27.849,5.116,8.0
Bangkok,13.76,100.5,ssp126,2016,26.47,25.072,27.714,4.609,8.0
Bangkok,13.76,100.5,ssp126,2017,26.668,25.275,27.619,5.256,8.0
Bangkok,13.76,100.5,ssp126,2018,26.634,24.906,27.829,5.083,8.0
Bangkok,13.76,100.5,ssp126,2019,26.98,25.441,28.317,4.95,8.0
Bangkok,13.76,100.5,ssp126,2020,26.98,26.062,27.966,5.022,8.0
Bangkok,13.76,100.5,ssp126,2021,26.822,26.255,27.799,5.006,8.0
Bangkok,13.76,100.5,ssp126,2022,26.813,25.447,27.893,5.018,8.0
Bangkok,13.76,100.5,ssp126,2023,26.669,24.935,27.611,5.483,8.0
Bangkok,13.76,100.5,ssp126,2024,27.004,25.277,28.288,4.476,8.0
Bangkok,13.76,100.5,ssp126,2025,26.879,24.98,28.237,4.982,8.0
Bangkok,13.76,100.5,ssp126,2026,27.073,25.881,28.091,5.094,8.0
Bangkok,13.76,100.5,ssp126,2027,26.914,25.327,28.139,5.086,8.0
Bangkok,13.76,100.5,ssp126,2028,26.939,25.608,27.851,4.957,8.0
Bangkok,13.76,100.5,ssp126,2029,27.246,25.823,28.538,4.864,8.0
Bangkok,13.76,100.5,ssp126,2030,27.161,26.233,27.998,4.987,8.0
Bangkok,13.76,100.5,ssp126,2031,27.182,25.885,28.117,5.045,8.0
Bangkok,13.76,100.5,ssp126,2032,26.817,25.329,27.947,5.322,8.0
Bangkok,13.76,100.5,ssp126,2033,26.818,25.312,28.305,5.649,8.0
Bangkok,13.76,100.5,ssp126,2034,27.016,25.297,28.065,4.922,8.0
Bangkok,13.76,100.5,ssp126,2035,27.168,25.079,28.414,4.847,8.0
Bangkok,13.76,100.5,ssp126,2036,27.599,26.385,28.9,4.871,8.0
Bangkok,13.76,100.5,ssp126,2037,27.48,26.487,28.297,5.238,8.0
Bangkok,13.76,100.5,ssp126,2038,27.068,25.642,28.372,5.135,8.0
Bangkok,13.76,100.5,ssp126,2039,27.056,25.311,28.24,4.966,8.0
Bangkok,13.76,100.5,ssp126,2040,27.505,25.929,28.479,4.757,8.0
Bangkok,13.76,100.5,ssp126,2041,27.579,26.226,28.661,4.544,8.0
Bangkok,13.76,100.5,ssp126,2042,27.491,26.069,29.045,5.19,8.0
Bangkok,13.76,100.5,ssp126,2043,27.537,26.195,28.64,4.833,8.0
Bangkok,13.76,100.5,ssp126,2044,27.288,25.609,28.421,5.077,8.0
Bangkok,13.76,100.5,ssp126,2045,27.393,25.981,28.312,5.263,8.0
Bangkok,13.76,100.5,ssp126,2046,27.525,26.24,28.773,4.766,8.0
Bangkok,13.76,100.5,ssp126,2047,27.854,26.676,28.72,5.122,8.0
Bangkok,13.76,100.5,ssp126,2048,27.494,25.691,28.597,5.181,8.0
Bangkok,13.76,100.5,ssp126,2049,27.491,26.001,28.523,5.363,8.0
Bangkok,13.76,100.5,ssp126,2050,27.419,25.594,28.479,5.271,8.0
Bangkok,13.76,100.5,ssp126,2051,27.671,26.432,28.708,5.237,8.0
Bangkok,13.76,100.5,ssp126,2052,27.452,26.29,28.545,5.646,8.0
Bangkok,13.76,100.5,ssp126,2053,27.328,25.497,28.712,5.177,8.0
Bangkok,13.76,100.5,ssp126,2054,27.581,25.571,28.647,5.363,8.0
Bangkok,13.76,100.5,ssp126,2055,27.377,25.939,28.533,5.422,8.0
Bangkok,13.76,100.5,ssp126,2056,27.624,26.518,28.777,4.966,8.0
Bangkok,13.76,100.5,ssp126,2057,27.7,26.71,28.531,5.169,8.0
Bangkok,13.76,100.5,ssp126,2058,27.309,25.939,28.535,5.104,8.0
Bangkok,13.76,100.5,ssp126,2059,27.517,25.443,28.94,5.026,8.0
Bangkok,13.76,100.5,ssp126,2060,27.753,26.213,29.178,5.378,8.0
Bangkok,13.76,100.5,ssp126,2061,27.545,26.155,28.973,5.265,8.0
Bangkok,13.76,100.5,ssp126,2062,27.608,26.039,28.799,5.126,8.0
Bangkok,13.76,100.5,ssp126,2063,27.568,26.029,28.716,5.267,8.0
Bangkok,13.76,100.5,ssp126,2064,27.581,25.864,28.929,4.664,8.0
Bangkok,13.76,100.5,ssp126,2065,27.455,25.666,28.751,5.056,8.0
Bangkok,13.76,100.5,ssp126,2066,27.907,26.693,29.193,4.648,8.0
Bangkok,13.76,100.5,ssp126,2067,27.731,26.223,28.771,5.369,8.0
Bangkok,13.76,100.5,ssp126,2068,27.48,26.381,28.556,5.243,8.0
Bangkok,13.76,100.5,ssp126,2069,27.737,26.551,28.81,5.114,8.0
Bangkok,13.76,100.5,ssp126,2070,27.645,26.358,28.46,5.217,8.0
Bangkok,13.76,100.5,ssp126,2071,27.334,25.822,28.851,5.428,8.0
Bangkok,13.76,100.5,ssp126,2072,27.372,25.951,28.57,5.376,8.0
Bangkok,13.76,100.5,ssp126,2073,27.608,25.178,29.172,4.909,8.0
Bangkok,13.76,100.5,ssp126,2074,27.692,26.083,28.873,5.111,8.0
Bangkok,13.76,100.5,ssp126,2075,27.594,26.066,28.634,5.163,8.0
Bangkok,13.76,100.5,ssp126,2076,27.453,25.78,28.756,5.114,8.0
Bangkok,13.76,100.5,ssp126,2077,27.676,26.355,29.016,5.077,8.0
Bangkok,13.76,100.5,ssp126,2078,27.862,26.765,29.016,5.053,8.0
Bangkok,13.76,100.5,ssp126,2079,27.632,25.721,28.858,5.369,8.0
Bangkok,13.76,100.5,ssp126,2080,27.555,26.511,28.518,5.067,8.0
Bangkok,13.76,100.5,ssp126,2081,27.857,26.503,29.092,4.907,8.0
Bangkok,13.76,100.5,ssp126,2082,27.81,26.189,29.045,5.154,8.0
